Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
8.56,-2.43,-4.52,-0.23,0.09,0.07
8.8,-2.05,-4.59,-0.16,0.14,0.03
9.19,-1.85,-4.44,-0.0,0.09,-0.06
9.01,-1.92,-4.26,0.15,-0.03,-0.17
8.78,-2.26,-4.08,0.22,0.0,-0.24
8.79,-2.51,-4.09,0.16,0.06,-0.25
8.95,-2.43,-4.17,0.05,0.04,-0.21
9.0,-2.54,-4.19,-0.05,0.03,-0.11
8.69,-2.53,-4.26,-0.16,-0.02,-0.05
8.94,-2.49,-4.58,-0.19,0.07,-0.06
9.12,-2.25,-4.57,-0.2,0.01,0.03
8.83,-2.19,-4.26,-0.16,0.01,0.07
8.82,-2.28,-4.3,-0.14,0.03,0.04
9.08,-2.33,-4.27,-0.14,-0.02,0.06
8.93,-2.26,-4.16,-0.15,0.01,0.08
8.99,-2.24,-4.05,-0.16,0.0,0.06
9.02,-1.96,-4.18,-0.13,-0.03,0.02
9.0,-2.13,-4.1,-0.1,-0.05,-0.01
9.03,-2.17,-4.18,-0.06,-0.06,-0.04
8.87,-2.2,-4.13,-0.04,-0.04,-0.08
8.91,-2.36,-4.26,-0.02,-0.01,-0.08
8.87,-2.43,-4.2,-0.02,-0.04,-0.07
8.97,-2.46,-4.18,-0.05,0.04,-0.07
8.97,-2.49,-4.17,-0.1,-0.02,-0.01
8.8,-2.43,-4.04,-0.13,0.08,-0.01
8.95,-2.36,-4.15,-0.15,0.1,-0.02
9.14,-2.37,-4.17,-0.14,0.1,0.01
8.97,-2.48,-4.02,-0.16,0.12,0.01
9.19,-2.21,-4.01,-0.13,0.08,0.0
8.98,-2.35,-3.96,-0.14,0.09,-0.02
9.1,-2.41,-3.91,-0.16,0.11,-0.01
9.22,-2.32,-3.99,-0.14,0.08,-0.01
9.14,-2.35,-3.89,-0.12,0.04,-0.02
9.17,-2.39,-3.91,-0.1,0.09,0.02
9.16,-2.11,-3.82,-0.09,0.07,-0.0
9.21,-2.25,-3.79,-0.07,0.12,0.06
9.42,-2.18,-3.73,-0.08,0.04,0.06
9.14,-2.26,-3.63,-0.09,-0.03,0.02
8.84,-2.05,-3.75,-0.07,-0.03,-0.05
9.42,-2.19,-3.9,-0.01,-0.02,-0.1
9.07,-2.73,-3.73,-0.04,-0.08,-0.05
8.29,-3.12,-3.86,-0.13,-0.06,-0.04
8.3,-3.37,-3.77,-0.16,0.16,-0.17
9.26,-3.12,-4.43,-0.03,0.26,-0.22
8.63,-2.47,-4.35,0.13,0.13,-0.21
8.72,-2.13,-4.27,0.47,0.46,-0.27
9.02,-3.18,-3.24,0.46,0.32,-0.19
8.27,-3.96,-3.25,0.21,0.59,0.01
8.75,-3.91,-4.37,-0.24,0.55,-0.02
8.01,-3.85,-3.6,-0.59,0.59,0.3
9.37,-4.41,-3.35,-0.72,0.91,0.5
10.74,-2.91,-3.71,-0.59,0.31,0.88
7.86,0.81,0.51,-0.19,-0.16,0.65
10.73,-3.79,-3.73,-0.17,1.16,0.08
11.59,-4.05,-4.9,-0.58,0.42,-0.08
8.98,-3.11,-4.65,-0.63,0.02,-0.02
8.57,-2.45,-3.97,-0.25,0.28,-0.34
7.92,-3.49,-2.8,0.04,-0.05,-0.28
9.9,-3.0,-5.04,-0.11,0.28,0.39
8.97,-1.89,-2.28,-0.66,-0.72,0.78
4.33,-2.21,4.54,-0.91,-0.91,0.59
6.54,-1.87,-0.33,0.95,2.14,-0.74
13.75,-4.26,-2.92,1.08,0.9,-0.57
8.12,-2.82,-1.58,1.37,-0.13,-0.37
6.54,-5.19,-1.17,1.81,0.02,-0.21
5.53,-1.33,-1.28,2.05,0.04,-0.08
2.72,-0.26,0.0,2.43,-0.37,-0.49
9.51,-6.43,8.99,2.76,2.27,-0.36
16.41,1.79,2.71,2.34,1.87,-0.24
1.22,24.42,16.55,-1.3,-25.75,30.75
