Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.2,-3.63,1.58,-2.0,0.95,0.32
8.8,-3.56,1.07,-1.95,1.43,0.34
9.79,-4.21,0.29,-1.65,1.31,0.21
9.65,-5.53,0.52,-1.39,1.2,0.28
9.27,-5.87,0.59,-1.59,1.0,0.36
8.73,-6.37,0.73,-1.7,0.99,0.45
8.95,-5.83,0.72,-1.94,0.98,0.28
8.25,-5.04,1.53,-2.21,0.85,0.13
8.82,-5.66,1.96,-2.27,1.26,0.1
9.25,-5.42,1.92,-2.29,1.03,-0.11
8.65,-5.41,2.41,-2.29,1.31,0.1
10.68,-5.9,2.34,-2.33,0.94,0.16
9.56,-5.38,1.57,-2.29,0.39,-0.01
9.77,-4.0,1.41,-2.13,-0.05,-0.15
7.37,-3.66,0.64,-1.74,0.06,-0.22
8.6,-3.93,0.77,-1.22,0.21,-0.43
9.3,-3.75,0.35,-0.57,0.34,-0.43
10.03,-3.48,-1.64,-0.29,0.47,-0.06
12.45,-4.39,-2.12,-0.22,0.39,-0.17
10.99,-3.32,-1.84,-0.16,0.24,-0.41
11.33,-2.24,-1.28,-0.05,0.67,-0.67
10.35,-4.31,-0.51,-0.37,0.22,-0.51
8.68,-1.96,-1.26,-0.24,-0.18,-0.25
9.34,-1.68,-1.25,0.51,0.14,-0.21
10.72,-3.26,-0.29,0.54,-0.07,-0.15
9.52,-3.47,0.11,0.15,-0.35,-0.1
9.78,-3.87,-0.03,-0.12,0.02,0.14
10.02,-3.08,0.17,-0.37,-0.01,0.21
9.24,-2.27,1.05,-0.33,-0.11,0.46
9.01,-3.65,1.47,-0.18,0.17,0.62
9.19,-4.36,2.32,0.02,0.5,0.6
9.48,-5.57,1.94,-0.11,0.46,0.14
10.43,-9.34,-0.36,-0.54,1.43,-0.28
