Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.51,-4.31,-1.05,-0.11,-0.08,-0.04
9.29,-4.29,-1.14,-0.11,-0.03,-0.02
9.33,-4.39,-1.02,-0.14,0.05,-0.01
9.42,-4.38,-1.13,-0.23,0.07,0.02
9.65,-4.24,-1.04,-0.26,0.09,0.04
9.69,-3.92,-1.06,-0.24,-0.06,0.02
9.39,-3.97,-1.09,-0.11,-0.11,0.01
9.34,-4.61,-1.11,-0.05,-0.03,0.05
9.28,-4.56,-1.16,-0.1,0.0,0.02
9.39,-4.02,-1.28,-0.01,0.06,0.01
9.5,-4.19,-1.07,0.09,-0.05,-0.05
9.49,-4.44,-1.06,0.16,-0.02,-0.03
9.48,-4.53,-0.94,0.15,-0.04,-0.07
9.56,-4.04,-1.01,0.2,-0.06,-0.1
9.45,-4.08,-0.95,0.31,-0.12,-0.14
9.49,-4.34,-0.72,0.37,-0.18,-0.14
9.44,-4.71,-0.69,0.33,-0.16,-0.12
9.29,-4.74,-0.79,0.22,-0.13,-0.09
9.22,-4.88,-0.82,0.05,-0.03,-0.06
9.16,-4.9,-0.88,-0.14,0.08,-0.03
9.29,-5.0,-0.76,-0.35,0.15,0.01
9.35,-4.49,-0.86,-0.47,0.18,0.05
9.43,-4.05,-0.9,-0.44,0.17,0.05
9.72,-4.11,-0.83,-0.34,0.14,0.06
9.69,-4.13,-0.89,-0.26,0.03,0.01
9.55,-4.08,-0.86,-0.19,0.01,0.0
9.64,-4.08,-0.85,-0.1,-0.03,-0.02
9.44,-4.26,-0.96,-0.08,-0.08,-0.03
9.46,-4.39,-1.05,-0.03,-0.08,-0.05
9.45,-4.36,-0.9,-0.05,-0.05,-0.07
9.35,-4.42,-0.93,-0.08,-0.06,-0.08
9.41,-4.45,-0.67,-0.12,0.04,-0.07
9.43,-4.47,-0.56,-0.2,0.09,-0.04
9.45,-4.23,-0.58,-0.21,0.12,-0.04
9.65,-4.23,-0.45,-0.23,0.11,-0.04
9.74,-4.13,-0.31,-0.24,0.14,-0.0
9.72,-3.98,-0.47,-0.23,0.06,0.01
9.6,-3.99,-0.57,-0.17,0.01,0.01
9.58,-4.1,-0.6,-0.1,0.01,-0.01
9.59,-4.24,-0.61,-0.07,-0.03,0.01
9.59,-4.15,-0.87,-0.03,-0.07,-0.0
9.8,-4.69,-0.98,-0.07,-0.03,0.01
9.15,-4.53,-1.9,-0.24,-0.17,-0.03
9.22,-3.86,-2.13,-0.07,-0.04,-0.19
8.79,-4.06,-1.63,-0.11,-0.07,-0.14
9.62,-3.44,-1.23,-0.11,0.25,-0.01
9.68,-4.24,-1.52,-0.09,-0.01,-0.18
8.68,-3.62,-1.4,-0.04,0.14,-0.2
9.41,-4.32,-1.91,0.0,0.36,-0.27
8.49,-3.83,-1.79,-0.09,0.31,-0.28
8.88,-4.44,-1.88,-0.2,0.58,-0.19
8.45,-4.58,-1.8,-0.41,0.57,-0.16
8.71,-4.34,-1.8,-0.71,0.62,-0.11
9.08,-3.04,-1.68,-0.82,0.76,-0.04
10.3,-3.64,-2.21,-0.85,0.92,0.15
13.24,-1.77,-0.64,-0.57,0.61,0.35
15.35,-3.61,-1.81,0.45,0.35,-0.06
9.56,-0.44,2.33,0.4,-1.04,-0.21
1.5,-3.88,3.13,0.45,-0.32,0.08
7.69,-3.37,0.21,1.03,1.12,0.06
9.86,-2.36,0.36,0.66,-0.24,0.17
6.07,-3.15,0.26,0.79,-0.24,0.13
8.43,-5.43,-0.53,0.94,0.31,0.03
10.57,-6.21,0.63,0.41,0.46,0.05
9.64,-3.84,-0.17,-0.09,-0.29,0.14
7.48,-0.07,-0.62,0.47,0.16,0.32
7.27,-2.01,2.71,1.6,0.36,-0.25
5.47,-7.1,11.8,0.96,2.55,-0.63
8.79,-0.27,8.82,0.59,3.19,-0.45
9.93,-2.86,8.1,0.89,2.31,-0.29
6.77,-4.18,4.0,2.43,0.62,-0.43
10.73,-2.94,7.72,3.34,0.45,-0.18
9.94,-0.86,5.67,4.37,-0.95,-0.04
9.62,5.11,5.6,4.37,-0.88,0.17
8.32,5.43,9.11,3.21,-0.97,-0.45
7.8,6.7,5.94,2.35,-0.56,-0.44
9.42,6.96,6.27,1.34,-1.65,-0.92
14.06,37.09,13.68,2.32,-3.2,-1.27
3.48,-4.5,-9.89,1.62,-2.52,-2.26
2.87,14.68,2.06,3.11,-2.39,-3.61
2.88,3.6,-2.86,2.04,-2.14,-2.76
2.6,15.6,-4.38,1.76,-1.6,-2.04
-4.04,9.33,-8.12,1.14,-1.6,0.02
0.75,5.74,-5.26,1.66,-0.78,-0.68
-0.93,4.89,-6.79,1.28,-1.12,-0.1
0.95,5.56,-7.86,1.12,-0.81,-0.15
1.68,5.14,-6.8,0.46,-0.67,-0.13
0.21,5.57,-7.01,0.23,-0.6,-0.02
0.94,5.23,-7.03,0.29,-0.42,-0.21
-0.13,5.5,-7.65,0.0,-0.15,-0.18
-0.24,5.14,-7.19,-0.04,-0.12,-0.23
-0.6,5.21,-7.16,-0.12,0.06,-0.15
-0.5,5.51,-7.41,-0.16,0.15,-0.07
-0.62,5.55,-7.17,-0.21,0.12,-0.01
0.37,5.85,-6.96,-0.19,0.21,-0.01
-0.24,5.57,-7.43,-0.28,0.25,0.11
0.78,5.32,-6.92,-0.3,0.25,0.05
0.24,5.88,-7.56,-0.47,0.24,0.11
0.6,5.18,-6.43,-0.44,0.29,0.17
0.46,6.44,-7.12,-0.69,0.38,0.16
1.47,5.91,-6.63,-0.52,0.23,0.01
-0.2,6.33,-6.3,-0.71,0.61,0.35
2.04,6.43,-6.86,-0.77,0.55,0.28
1.8,7.04,-5.82,-0.8,0.72,0.31
1.52,6.99,-5.93,-1.0,0.81,0.39
2.16,7.46,-5.27,-1.14,0.57,0.64
2.65,9.09,-3.99,-1.0,0.82,0.91
