Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.23,-0.27,5.92,-0.12,-0.01,-0.01
9.27,-0.27,6.0,-0.12,-0.01,-0.02
9.21,-0.24,5.9,-0.11,-0.01,-0.01
9.22,-0.26,5.96,-0.11,-0.02,-0.01
9.23,-0.27,5.95,-0.11,-0.0,-0.01
9.22,-0.27,5.9,-0.11,-0.0,-0.01
9.25,-0.24,5.97,-0.11,-0.0,-0.01
9.22,-0.24,5.95,-0.12,0.0,-0.01
9.22,-0.25,5.94,-0.12,0.01,-0.01
9.22,-0.2,5.87,-0.12,0.01,-0.01
9.19,-0.19,5.96,-0.11,0.03,0.0
9.24,-0.19,5.96,-0.12,0.02,0.01
9.22,-0.26,6.11,-0.12,0.02,-0.01
9.12,-0.25,5.94,-0.13,-0.0,-0.02
9.23,-0.18,5.92,-0.12,0.01,-0.01
9.24,-0.3,5.98,-0.11,0.01,-0.01
9.15,-0.26,5.91,-0.13,0.01,-0.01
9.28,-0.26,6.01,-0.13,0.02,-0.02
9.14,-0.27,5.91,-0.13,0.01,-0.02
9.26,-0.22,5.98,-0.13,0.01,-0.01
9.11,-0.21,5.97,-0.12,0.01,-0.01
9.23,-0.18,6.09,-0.12,0.05,-0.0
9.06,-0.35,5.85,-0.11,0.02,-0.0
9.64,0.36,6.06,-0.08,-0.04,0.02
8.7,0.29,5.46,0.03,-0.09,0.01
9.48,0.73,5.09,-0.01,0.14,0.12
9.44,-0.29,6.41,-0.08,0.13,0.1
8.12,-1.59,4.79,-0.33,0.19,-0.14
9.8,-1.52,6.45,-0.82,0.85,-0.05
9.53,-0.29,4.86,-1.07,0.24,-0.25
9.52,1.15,4.52,-0.56,0.66,0.39
9.49,-0.88,5.51,-0.38,0.25,0.37
9.07,-1.19,4.06,0.17,0.18,0.06
