Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.09,-0.48,-3.39,-0.36,-0.0,0.16
9.48,-0.52,-3.57,0.06,-0.08,-0.03
9.21,-1.26,-3.22,0.22,-0.12,-0.19
9.73,-1.57,-3.07,0.24,-0.11,-0.32
10.15,-1.66,-2.59,0.17,-0.22,-0.39
9.84,-1.79,-2.33,0.01,-0.28,-0.28
9.85,-1.61,-2.09,-0.16,-0.13,-0.18
9.84,-1.93,-1.71,-0.32,-0.04,-0.05
10.55,-1.49,-1.75,-0.49,-0.02,0.01
11.03,-1.83,-2.28,-0.57,-0.05,0.22
10.17,-0.8,-2.06,-0.55,-0.17,0.39
9.08,-0.35,-2.71,-0.23,-0.32,0.22
9.39,-0.53,-2.46,-0.01,0.02,0.14
11.52,0.02,-3.19,0.53,0.08,0.2
8.77,-1.09,-1.93,0.68,0.02,0.24
8.82,-2.03,-2.69,0.89,0.5,0.06
10.15,-3.72,-5.11,0.39,0.32,-0.04
10.07,-3.04,-4.47,-0.16,0.13,-0.13
8.99,-1.64,-3.73,-0.34,-0.03,-0.2
9.28,-2.19,-3.75,-0.56,0.04,0.1
9.48,-1.75,-3.93,-0.6,-0.12,-0.04
9.45,-1.19,-3.99,-0.64,-0.29,0.01
9.88,-1.48,-4.29,-0.66,-0.45,0.02
9.64,-0.34,-2.06,-0.27,0.09,0.11
9.09,-0.79,-2.3,0.18,-0.24,-0.24
9.0,-2.21,-3.1,0.31,-0.07,0.08
10.34,-2.61,-3.32,0.11,-0.07,-0.08
8.76,-2.16,-3.16,-0.02,-0.18,0.05
9.33,-1.39,-3.22,0.04,0.06,0.09
9.7,-1.54,-3.93,0.06,-0.13,0.16
9.33,-2.37,-3.78,-0.03,-0.23,0.19
9.52,-1.67,-3.23,0.03,-0.14,0.17
9.89,-2.23,-3.17,0.09,-0.14,0.09
9.1,-1.93,-3.52,0.01,-0.31,-0.11
9.37,-2.68,-4.0,-0.16,0.14,0.13
8.37,-3.23,-4.57,-0.47,0.24,0.18
8.18,-2.01,-3.99,-0.58,0.56,-0.02
9.43,-3.46,-3.62,-0.72,0.99,0.14
9.75,-2.12,-3.3,-0.98,0.76,-0.03
9.69,0.03,-3.07,-0.64,0.57,-0.14
8.97,-1.15,-2.42,-0.38,0.59,-0.09
10.14,-2.34,-2.58,-0.47,0.81,-0.15
9.67,-0.69,-2.38,-0.51,0.54,-0.24
9.36,-0.79,-3.27,-0.3,0.63,-0.12
9.57,-0.84,-3.7,-0.01,0.43,-0.05
8.68,-1.86,-3.43,0.37,0.28,0.07
9.01,-0.51,-2.69,0.73,0.19,0.08
10.55,-1.93,-2.18,0.62,0.2,0.0
11.44,-1.57,-1.04,0.23,0.18,0.11
7.72,-0.79,0.86,0.0,0.21,0.46
4.71,-1.54,-0.4,0.7,0.4,0.09
