Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.82,2.03,3.83,-0.15,0.03,-0.03
9.81,2.06,3.88,-0.18,0.08,-0.03
9.86,1.97,3.89,-0.19,0.11,-0.04
9.81,2.06,3.99,-0.18,0.11,-0.04
9.88,2.11,4.09,-0.16,0.11,-0.03
9.78,2.05,4.1,-0.12,0.04,-0.01
9.73,1.98,4.11,-0.12,0.07,-0.02
9.78,1.99,4.16,-0.12,0.06,-0.02
9.76,2.02,4.17,-0.12,0.05,-0.02
9.75,1.97,4.19,-0.12,0.04,-0.02
9.76,2.02,4.19,-0.12,0.03,-0.02
9.76,2.01,4.22,-0.13,0.01,-0.02
9.72,2.02,4.2,-0.13,0.01,-0.02
9.72,2.03,4.19,-0.12,0.0,-0.02
9.78,2.03,4.24,-0.11,-0.01,-0.0
9.7,1.99,4.26,-0.1,-0.03,-0.0
9.73,1.98,4.25,-0.1,-0.03,-0.0
9.78,2.03,4.2,-0.09,-0.06,-0.0
9.77,2.01,4.16,-0.1,-0.07,-0.0
9.77,2.01,4.14,-0.1,-0.08,-0.01
9.79,2.03,4.13,-0.11,-0.08,-0.0
9.78,1.99,4.05,-0.11,-0.09,-0.01
9.78,2.04,4.05,-0.12,-0.05,-0.0
9.86,2.06,4.04,-0.1,-0.04,-0.01
9.79,2.04,4.0,-0.12,-0.05,-0.0
9.8,2.01,3.96,-0.11,-0.05,-0.01
9.82,2.09,3.96,-0.1,-0.03,-0.01
9.83,2.01,3.94,-0.1,-0.04,-0.01
9.82,2.03,3.91,-0.11,-0.02,-0.01
9.84,2.01,3.92,-0.1,-0.03,-0.01
9.86,1.98,3.85,-0.11,-0.03,-0.01
9.85,2.03,3.87,-0.11,-0.02,-0.01
9.84,1.98,3.84,-0.11,-0.03,-0.02
9.88,1.93,3.88,-0.13,-0.03,-0.02
9.84,2.02,3.87,-0.13,-0.04,-0.02
9.85,2.0,3.83,-0.13,-0.02,-0.03
9.86,2.02,3.84,-0.13,-0.01,-0.03
9.8,2.04,3.84,-0.15,0.03,-0.04
9.83,2.01,3.86,-0.16,0.07,-0.05
9.8,1.97,3.9,-0.17,0.07,-0.06
9.81,2.09,4.0,-0.2,0.11,-0.09
10.09,1.94,3.76,-0.23,0.15,-0.04
9.99,2.45,3.67,-0.09,0.15,0.01
10.07,2.08,3.6,-0.07,0.1,0.06
9.6,1.9,3.38,-0.05,0.16,0.09
9.96,1.96,3.5,0.04,0.25,0.11
9.83,2.0,3.59,0.13,0.29,0.15
9.76,2.22,4.19,0.16,0.5,0.27
9.38,1.82,4.53,0.39,0.55,0.34
9.67,1.46,4.38,0.46,0.65,0.31
9.76,0.98,3.94,0.28,0.53,0.21
10.14,0.83,4.34,-0.01,0.36,0.11
9.74,0.6,4.15,-0.38,0.01,-0.09
10.35,0.31,5.55,-0.96,0.11,-0.23
10.45,1.18,4.38,-1.12,-0.34,-0.02
7.27,1.43,5.06,-0.86,-0.29,0.25
10.49,1.18,5.99,-0.85,0.62,-0.29
10.19,1.64,5.38,-0.62,-0.02,-0.46
9.5,1.92,4.56,-0.69,0.39,-0.78
8.37,2.26,4.69,-0.23,0.32,-0.81
8.02,1.32,3.45,-0.31,0.55,-0.51
8.75,2.3,5.28,-0.37,0.97,-0.53
12.15,1.77,6.74,-0.7,0.65,-0.19
9.01,4.65,8.87,-0.73,0.6,0.03
7.9,1.05,6.34,-0.05,-0.04,-0.1
2.16,-1.33,4.24,-0.23,0.29,0.32
7.26,1.8,4.53,0.16,1.49,0.26
7.41,1.99,4.83,0.29,0.35,0.43
6.97,0.07,4.55,0.37,0.64,0.23
8.56,1.39,6.11,-0.13,1.26,0.16
10.48,2.12,9.64,-0.17,0.95,0.63
8.43,0.39,6.89,0.2,0.48,0.52
6.33,1.23,5.2,0.13,0.84,0.44
3.4,1.42,5.92,-0.69,1.96,-0.2
-2.08,-4.04,15.62,-3.07,3.77,-0.46
0.24,0.78,14.59,-2.09,2.58,-0.49
-2.19,-3.46,13.72,-2.94,3.91,-0.81
1.34,-1.94,8.24,-0.33,2.06,0.52
1.9,-2.17,9.15,0.03,1.84,0.93
1.42,-3.06,10.31,0.64,1.06,1.45
0.65,-0.11,8.04,1.79,1.18,2.26
-0.33,0.07,8.49,2.53,1.12,2.95
-5.64,4.2,10.23,4.3,-0.29,3.69
-5.86,2.29,6.15,2.87,-1.59,3.55
-8.54,13.96,8.48,-1.72,2.86,1.65
-4.67,0.28,5.02,4.37,-2.04,3.57
-9.62,35.7,5.44,2.76,0.36,1.31
7.62,3.97,4.29,4.37,1.12,2.69
-6.24,7.37,-1.02,4.37,-1.29,1.43
3.73,5.69,-0.6,4.37,-0.11,1.79
1.25,10.04,-4.54,3.22,-0.87,1.22
1.71,6.55,-6.38,2.05,-0.99,2.32
2.77,6.33,-5.66,3.24,-0.67,1.51
3.63,4.19,-8.0,3.2,-0.43,2.13
4.62,1.4,-8.65,1.95,-0.23,1.41
5.16,-0.41,-7.36,1.81,-0.57,1.5
4.79,-0.67,-8.68,1.06,-0.28,1.23
4.65,1.65,-8.1,0.71,-0.11,1.05
4.2,-0.93,-8.59,0.56,-0.21,0.81
4.5,-0.17,-8.14,0.23,-0.19,0.5
4.13,-0.81,-8.98,0.13,-0.3,0.35
3.96,-0.65,-8.16,0.14,-0.21,0.33
3.96,-1.61,-8.48,-0.03,-0.15,0.16
3.51,-1.17,-9.0,-0.23,-0.04,0.04
3.78,-0.7,-9.05,-0.13,-0.06,-0.0
3.63,0.08,-8.26,-0.11,-0.08,-0.01
4.15,-0.89,-8.76,-0.07,-0.09,-0.11
3.95,-0.25,-9.0,-0.29,0.05,-0.24
3.66,-0.3,-8.65,-0.1,-0.12,-0.22
4.36,-0.31,-8.43,-0.22,0.21,-0.41
3.62,0.66,-8.83,-0.49,0.09,-0.4
3.85,0.94,-8.84,-0.66,0.63,-0.5
3.77,1.6,-8.77,-0.37,0.94,-0.38
5.39,-0.72,-8.88,-0.47,0.97,-0.18
5.04,-0.06,-7.95,-0.47,0.93,-0.21
6.17,0.4,-6.81,-0.91,1.06,-0.18
6.51,2.51,-7.47,-0.79,0.78,-0.08
6.32,2.1,-6.81,-0.75,0.8,-0.08
6.85,2.89,-5.9,-0.88,0.91,-0.07
7.2,3.7,-6.35,-0.53,0.75,-0.12
7.58,3.23,-5.06,-0.46,1.03,-0.04
7.3,2.6,-5.89,-0.37,0.95,-0.1
8.43,2.24,-4.86,-0.31,0.9,-0.06
8.03,2.83,-5.05,-0.54,0.85,0.07
8.66,2.78,-4.51,-0.27,0.83,0.11
8.97,2.88,-3.21,-0.4,0.82,0.12
8.85,2.81,-3.62,-0.34,0.79,0.16
9.04,2.94,-3.39,-0.39,0.97,0.12
8.94,2.42,-3.45,-0.54,0.8,0.09
9.25,3.89,-1.87,-0.44,0.96,0.1
9.75,3.0,-1.89,-0.16,0.74,0.09
9.6,2.89,-0.13,-0.35,0.98,0.01
10.35,2.71,0.09,0.04,0.86,0.06
9.89,1.88,0.43,-0.36,0.95,0.01
10.24,3.18,0.05,-0.13,0.53,0.08
