Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.47,-0.97,-0.08,-0.12,-0.02,0.0
10.43,-0.96,-0.06,-0.13,-0.02,0.0
10.45,-0.99,-0.13,-0.13,0.0,-0.01
10.48,-1.01,-0.13,-0.12,-0.0,0.0
10.46,-0.98,-0.12,-0.11,0.02,0.0
10.48,-1.01,-0.09,-0.11,-0.02,0.0
10.48,-1.06,-0.04,-0.12,-0.02,-0.0
10.51,-1.01,-0.09,-0.11,-0.03,-0.0
10.47,-1.04,-0.08,-0.1,-0.03,-0.0
10.46,-1.06,-0.05,-0.1,-0.01,-0.0
10.48,-1.06,-0.04,-0.1,-0.01,-0.01
10.49,-1.09,-0.01,-0.1,-0.02,-0.0
10.46,-1.07,-0.06,-0.12,-0.04,-0.01
10.44,-1.09,-0.03,-0.12,-0.01,-0.0
10.46,-1.11,-0.08,-0.12,-0.02,-0.01
10.45,-1.08,-0.11,-0.11,-0.02,-0.02
10.44,-1.11,-0.14,-0.1,-0.01,-0.02
10.44,-1.13,-0.13,-0.1,0.0,-0.02
10.35,-1.18,0.06,-0.15,0.0,-0.02
10.03,-1.34,0.21,-0.23,0.22,-0.1
10.52,-1.96,-0.34,-0.43,0.09,-0.15
10.6,-1.19,-0.71,-0.53,0.05,-0.1
10.58,-1.05,-0.66,-0.34,0.04,-0.0
10.05,-1.26,-0.73,-0.22,0.23,-0.04
10.05,-1.25,-0.39,-0.25,0.26,-0.02
10.3,-1.21,-0.15,-0.34,0.27,-0.04
10.02,-1.55,-0.34,-0.5,0.28,-0.14
10.21,-1.49,-0.56,-0.59,0.36,-0.19
9.64,-1.64,-0.74,-0.8,0.36,-0.02
9.63,-0.33,0.02,-1.0,0.55,0.38
9.68,-1.38,0.04,-0.77,0.52,0.06
10.11,-1.56,0.44,-0.75,0.56,0.07
10.63,-2.14,-0.02,-0.59,0.49,0.13
11.49,-2.68,-0.93,-0.68,0.51,0.04
11.61,-2.97,-0.8,-0.63,0.45,0.23
8.78,-2.91,-0.07,-1.12,0.51,0.23
13.03,-2.8,3.63,-1.0,1.05,-0.11
12.5,4.01,2.0,-0.69,-0.06,-0.07
15.14,-3.1,2.18,-0.38,0.96,-0.27
11.53,1.6,1.07,0.03,0.18,-0.8
9.98,-0.02,2.14,0.75,0.38,-0.72
10.76,-1.44,-0.3,-0.14,0.1,-0.03
4.72,-0.5,-0.89,-0.01,-1.11,-0.19
0.42,-1.35,0.17,-0.17,-0.54,0.17
6.73,-0.38,6.9,-0.84,0.47,0.14
19.95,-5.38,8.34,-0.84,-0.26,-0.06
17.18,1.61,2.32,-0.64,0.11,0.53
17.25,-4.57,-0.71,0.06,0.2,0.94
8.92,-2.09,0.23,0.2,0.74,0.39
4.86,-0.11,0.61,0.29,0.6,0.19
2.42,1.49,1.64,0.33,-0.8,-0.23
1.32,-3.91,5.37,-0.29,-0.71,0.12
12.36,1.26,10.64,0.23,1.45,1.31
10.08,-4.47,3.76,0.82,-0.88,-1.32
11.41,-5.04,-3.62,1.14,-0.7,-0.62
13.59,3.0,-4.82,1.6,-1.67,-0.18
