Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.69,-3.84,-0.91,-0.13,-0.0,-0.01
9.68,-3.82,-0.92,-0.12,-0.01,-0.01
9.69,-3.84,-0.95,-0.11,-0.01,-0.02
9.68,-3.81,-0.95,-0.11,-0.01,-0.02
9.69,-3.85,-0.93,-0.11,-0.01,-0.02
9.7,-3.88,-0.91,-0.11,-0.0,-0.02
9.67,-3.83,-0.96,-0.12,-0.02,-0.02
9.7,-3.84,-0.88,-0.13,-0.02,-0.01
9.71,-3.86,-0.89,-0.13,-0.01,-0.01
9.69,-3.86,-0.89,-0.14,0.0,-0.01
9.68,-3.84,-0.86,-0.14,0.01,-0.01
9.76,-3.86,-0.84,-0.15,0.0,-0.02
9.71,-3.79,-0.94,-0.13,0.02,-0.02
9.64,-3.84,-0.91,-0.13,0.0,-0.02
9.69,-3.82,-0.9,-0.13,0.0,-0.02
9.73,-3.82,-0.89,-0.14,-0.01,-0.02
9.71,-3.83,-0.92,-0.14,-0.02,-0.01
9.72,-3.79,-0.91,-0.14,-0.02,-0.01
9.69,-3.81,-0.91,-0.15,-0.05,-0.01
9.71,-3.78,-0.96,-0.14,-0.05,-0.01
9.71,-3.78,-0.91,-0.13,-0.02,-0.02
9.7,-3.78,-0.98,-0.12,-0.04,-0.02
9.7,-3.81,-0.99,-0.12,-0.04,-0.01
9.67,-3.8,-1.03,-0.12,-0.03,-0.01
9.66,-3.81,-1.04,-0.13,-0.01,-0.02
9.67,-3.76,-1.12,-0.12,-0.01,-0.02
9.69,-3.81,-1.06,-0.13,-0.01,-0.02
9.67,-3.75,-1.1,-0.15,-0.02,-0.01
9.7,-3.78,-1.13,-0.14,-0.01,-0.01
9.63,-3.76,-1.16,-0.14,-0.02,-0.01
9.59,-3.83,-1.15,-0.13,-0.01,-0.01
9.63,-3.83,-1.14,-0.13,0.01,-0.01
9.64,-3.82,-1.11,-0.15,-0.01,-0.01
9.64,-3.82,-1.1,-0.14,-0.01,-0.02
9.66,-3.85,-1.14,-0.13,-0.02,-0.02
9.63,-3.85,-1.12,-0.12,-0.02,-0.01
9.64,-3.85,-1.08,-0.13,-0.02,-0.01
9.63,-3.83,-1.11,-0.12,-0.01,-0.01
9.66,-3.85,-1.03,-0.12,-0.01,-0.01
9.62,-3.87,-1.09,-0.16,-0.03,0.01
9.69,-3.86,-1.11,-0.17,-0.05,0.02
9.6,-3.73,-1.2,-0.17,-0.02,0.01
9.61,-3.77,-1.35,-0.13,-0.02,-0.01
9.53,-3.79,-1.33,-0.1,0.05,-0.03
9.58,-3.94,-1.14,-0.11,0.06,-0.04
9.5,-4.08,-1.06,-0.17,0.1,-0.02
9.51,-4.19,-0.95,-0.27,0.09,0.02
9.55,-4.39,-0.78,-0.36,0.17,0.01
9.2,-4.5,-0.26,-0.61,0.16,0.0
8.85,-4.3,-0.65,-0.67,0.22,-0.08
9.33,-4.3,-1.2,-0.63,0.09,-0.26
9.34,-3.84,-1.14,-0.54,-0.04,-0.4
8.75,-3.54,-0.19,-0.37,0.04,-0.53
6.8,-3.04,1.23,-0.18,0.21,-0.58
4.59,-2.37,2.26,-0.12,0.45,-0.38
4.53,-3.47,0.69,-0.48,0.5,-0.71
3.37,-1.11,0.39,-0.95,0.33,-1.16
1.72,-0.55,0.74,-1.02,1.08,-1.47
3.56,1.88,-0.22,0.24,1.1,-1.59
11.34,-1.14,-1.28,0.1,1.21,-0.88
9.77,-5.78,3.33,0.13,1.64,0.48
18.21,-2.33,-2.2,-0.01,0.71,-0.85
23.75,-0.96,5.77,0.44,0.89,-1.98
18.51,-2.99,5.29,1.16,0.12,-4.37
6.44,-2.76,4.64,1.72,0.84,-4.37
6.76,3.08,6.04,1.13,-1.35,-2.88
7.72,10.21,3.04,0.31,-0.94,-0.98
2.32,29.65,-24.71,-1.23,2.5,-2.1
5.08,8.97,12.53,-0.16,-2.12,-2.04
-0.96,19.46,-11.02,2.04,0.08,-1.15
-1.38,7.7,-3.59,2.48,-1.14,-2.87
-1.75,9.35,-9.59,1.74,-1.57,-1.77
3.89,5.94,0.64,2.09,-2.03,-2.07
-3.13,6.48,-7.04,2.03,-2.23,-1.38
-1.9,6.8,-6.06,2.27,-1.98,-1.38
-3.78,3.63,-4.54,2.15,-1.7,-0.82
-5.27,4.69,-6.9,1.38,-1.45,-0.48
-4.86,2.93,-4.71,0.86,-1.07,-0.21
-5.36,3.19,-5.06,0.36,-0.31,-0.03
-5.63,3.12,-5.75,0.07,0.36,0.09
-3.38,3.55,-4.88,-0.02,0.71,0.2
-5.38,3.55,-7.47,-0.13,1.12,0.18
-3.17,3.88,-6.13,-0.35,1.03,0.3
-3.54,3.76,-8.58,-0.06,0.96,0.27
-3.1,2.68,-7.44,0.45,0.59,0.13
-1.63,3.34,-7.66,0.17,0.79,0.31
-0.4,3.64,-7.68,-0.16,0.64,0.49
-0.6,3.49,-7.99,-0.66,0.67,0.53
-0.68,4.33,-8.69,-0.88,0.59,0.48
-0.06,4.77,-7.9,-0.9,0.45,0.27
-0.56,5.39,-7.71,-0.84,0.55,0.3
