Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
8.18,-5.43,-2.95,0.67,-0.73,0.92
8.16,-5.4,-2.94,0.66,-0.73,0.92
8.21,-5.36,-2.91,0.66,-0.73,0.93
8.2,-5.41,-2.85,0.67,-0.73,0.92
8.21,-5.42,-2.9,0.66,-0.73,0.92
8.19,-5.39,-2.9,0.66,-0.74,0.94
8.2,-5.37,-2.95,0.66,-0.74,0.93
8.2,-5.33,-2.9,0.66,-0.73,0.92
8.2,-5.39,-2.94,0.67,-0.74,0.92
8.19,-5.37,-2.96,0.67,-0.75,0.92
8.18,-5.38,-2.99,0.68,-0.74,0.91
8.19,-5.44,-2.96,0.67,-0.74,0.92
8.21,-5.37,-3.0,0.68,-0.75,0.92
8.16,-5.39,-2.98,0.69,-0.74,0.91
8.14,-5.41,-3.0,0.68,-0.73,0.91
8.19,-5.42,-2.98,0.67,-0.73,0.92
8.17,-5.38,-3.0,0.67,-0.73,0.92
8.2,-5.37,-2.94,0.67,-0.73,0.92
8.18,-5.4,-2.96,0.67,-0.73,0.92
8.18,-5.4,-3.03,0.66,-0.72,0.93
8.18,-5.36,-2.94,0.66,-0.72,0.92
8.2,-5.43,-2.96,0.66,-0.73,0.93
8.18,-5.39,-2.93,0.66,-0.73,0.93
8.2,-5.39,-2.91,0.67,-0.73,0.92
8.21,-5.41,-2.9,0.67,-0.73,0.92
8.21,-5.36,-2.9,0.68,-0.73,0.92
8.21,-5.42,-2.89,0.68,-0.73,0.91
8.2,-5.36,-2.92,0.68,-0.73,0.91
8.2,-5.41,-2.85,0.67,-0.73,0.92
8.18,-5.46,-2.85,0.66,-0.71,0.93
8.01,-5.52,-2.89,0.62,-0.65,0.96
8.22,-5.3,-2.91,0.62,-0.67,0.96
8.02,-5.63,-2.89,0.67,-0.64,0.94
7.86,-6.08,-2.77,0.66,-0.6,0.96
7.68,-6.02,-2.72,0.64,-0.55,0.95
7.52,-6.91,-2.6,0.59,-0.54,0.95
7.66,-6.59,-2.36,0.53,-0.56,0.9
7.68,-6.9,-2.55,0.54,-0.51,0.8
