Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
8.46,-3.77,-4.05,-0.1,-0.07,-0.13
8.59,-3.52,-4.01,-0.06,0.0,-0.18
8.67,-3.79,-4.07,-0.08,-0.13,-0.36
9.02,-3.32,-4.19,-0.08,-0.12,-0.34
8.23,-3.44,-4.13,-0.11,-0.11,-0.25
7.75,-3.14,-3.96,-0.22,0.01,0.06
8.32,-3.22,-4.08,-0.25,0.12,0.24
8.63,-3.34,-4.07,-0.2,0.12,0.38
8.51,-3.25,-4.05,-0.12,0.02,0.35
9.32,-3.19,-4.19,-0.07,0.1,0.18
8.85,-3.79,-4.01,-0.08,-0.13,0.19
8.96,-3.65,-4.07,-0.16,-0.41,0.24
8.01,-4.14,-4.0,-0.34,-0.1,0.27
8.3,-3.69,-4.5,-0.3,-0.07,0.08
8.26,-3.76,-4.44,-0.27,0.01,-0.02
8.18,-3.64,-4.43,-0.25,0.08,-0.02
8.22,-3.66,-4.23,-0.2,0.06,-0.13
8.37,-3.46,-4.27,-0.14,0.36,-0.15
8.42,-4.17,-4.14,-0.17,0.27,-0.36
9.03,-2.76,-4.52,-0.19,-0.15,-0.21
8.68,-3.1,-3.83,-0.2,-0.0,-0.08
8.57,-3.33,-4.16,-0.29,0.05,-0.04
8.66,-3.33,-3.96,-0.21,0.28,-0.25
8.88,-2.47,-4.23,-0.23,0.01,0.0
9.03,-2.35,-4.86,-0.07,-0.15,-0.13
8.8,-2.52,-4.63,0.03,-0.31,0.03
8.64,-2.95,-4.07,0.04,-0.11,0.04
8.37,-2.56,-4.12,0.01,0.17,0.04
8.62,-4.31,-4.0,-0.03,0.22,-0.06
8.62,-3.3,-3.88,-0.07,0.01,-0.0
8.94,-3.38,-4.18,-0.11,0.12,0.01
9.09,-3.09,-3.96,-0.03,0.07,-0.06
8.74,-3.34,-3.94,-0.08,0.12,-0.09
9.07,-3.17,-3.98,0.01,0.19,-0.2
8.87,-3.07,-3.85,-0.05,0.09,-0.15
8.9,-3.16,-3.65,-0.01,0.11,-0.12
9.15,-2.97,-3.75,-0.07,0.1,-0.15
8.69,-3.28,-3.53,-0.16,-0.07,-0.0
8.95,-3.21,-3.83,-0.12,-0.0,-0.05
8.66,-3.42,-3.59,-0.15,0.03,-0.0
8.3,-3.33,-3.64,-0.32,0.12,0.12
8.47,-3.37,-3.43,-0.43,0.19,0.33
8.42,-3.19,-3.22,-0.3,0.35,0.39
9.95,-3.37,-3.36,-0.24,0.39,0.17
10.01,-3.63,-3.73,-0.16,0.11,0.0
8.74,-3.5,-3.23,-0.18,0.07,0.05
9.01,-3.49,-3.41,-0.17,0.13,0.02
9.08,-3.61,-3.31,-0.15,0.15,0.05
8.74,-3.75,-3.35,-0.16,0.11,0.02
