Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.44,-4.51,-0.67,-0.13,0.07,-0.01
9.47,-4.48,-0.77,-0.14,0.05,-0.0
9.51,-4.36,-0.57,-0.13,0.02,-0.0
9.5,-4.41,-0.66,-0.11,0.01,-0.02
9.44,-4.43,-0.58,-0.11,0.0,-0.02
9.48,-4.47,-0.67,-0.11,0.0,-0.03
9.46,-4.49,-0.61,-0.11,0.01,-0.04
9.46,-4.43,-0.69,-0.11,0.02,-0.03
9.48,-4.51,-0.61,-0.1,-0.0,-0.03
9.45,-4.42,-0.65,-0.09,-0.0,-0.03
9.47,-4.5,-0.6,-0.09,-0.02,-0.02
9.43,-4.45,-0.62,-0.07,-0.02,-0.02
9.45,-4.52,-0.58,-0.08,-0.02,-0.02
9.43,-4.44,-0.56,-0.07,-0.02,-0.03
9.5,-4.52,-0.56,-0.08,-0.01,-0.03
9.45,-4.5,-0.51,-0.09,-0.02,-0.02
9.42,-4.53,-0.51,-0.1,-0.01,-0.01
9.45,-4.44,-0.59,-0.11,0.0,-0.0
9.45,-4.47,-0.55,-0.12,0.0,-0.01
9.46,-4.44,-0.56,-0.12,0.01,-0.01
9.47,-4.45,-0.58,-0.13,0.01,-0.01
9.46,-4.43,-0.54,-0.13,0.01,-0.01
9.48,-4.45,-0.55,-0.13,0.01,-0.01
9.47,-4.39,-0.56,-0.13,0.01,-0.01
9.48,-4.44,-0.56,-0.13,0.01,-0.01
9.48,-4.42,-0.58,-0.13,0.01,-0.01
9.48,-4.42,-0.52,-0.12,0.01,-0.02
9.45,-4.46,-0.54,-0.12,0.0,-0.02
9.46,-4.47,-0.53,-0.11,-0.01,-0.01
9.45,-4.46,-0.54,-0.11,0.01,-0.01
9.33,-4.54,-0.47,-0.13,0.02,0.01
9.29,-4.86,-0.24,-0.17,0.12,0.05
9.22,-5.07,-0.18,-0.27,0.16,0.08
8.88,-5.39,-0.11,-0.36,0.29,0.06
8.79,-5.43,-0.22,-0.51,0.35,0.01
8.02,-5.49,-0.58,-0.63,0.33,-0.15
8.81,-6.07,-0.68,-0.49,0.25,-0.33
10.01,-6.55,-1.01,-0.33,0.04,-0.49
11.32,-5.54,-0.94,-0.1,-0.15,-0.78
9.25,-1.67,0.76,0.49,-0.13,-1.4
10.69,-2.32,-0.89,0.63,0.09,-1.45
10.65,-3.33,-1.03,-0.02,-0.08,-1.21
9.17,-1.52,-0.28,-0.45,0.02,-1.06
9.68,-0.71,-0.16,-0.24,0.06,-1.08
9.99,-0.77,0.45,-0.25,0.07,-1.0
10.58,-0.08,0.27,-0.25,0.08,-0.96
10.28,-0.63,-0.15,-0.29,0.01,-0.78
10.05,-0.53,-0.29,-0.44,0.02,-0.68
9.59,-0.89,0.07,-0.67,0.13,-0.64
9.96,0.04,0.04,-0.84,0.23,-0.63
9.57,-0.3,2.92,-0.77,0.62,-0.83
8.0,-1.22,4.19,-0.98,1.21,-0.73
9.67,-0.52,0.64,-1.18,0.98,-0.09
7.96,-3.36,4.09,-2.4,0.2,0.9
6.91,2.07,-2.04,-2.08,0.51,1.69
11.7,-1.71,-4.66,-1.24,-1.1,0.07
1.01,-4.61,-1.63,-2.22,-2.29,0.11
4.59,7.82,-0.41,-2.39,-1.42,1.64
12.45,3.75,14.03,-0.85,-0.53,0.38
1.22,24.42,16.55,-1.3,11.82,-25.29
15.73,7.08,-6.65,0.72,-1.36,0.76
15.62,5.56,4.22,0.84,-0.51,0.74
16.57,11.81,-4.52,1.19,-3.33,-2.04
9.04,0.71,-5.6,0.19,-1.51,-0.51
16.82,7.03,-6.37,1.41,-1.88,-2.43
9.33,2.65,-6.57,1.95,-0.53,-1.65
5.84,0.4,-1.33,2.2,-0.65,-1.81
20.27,4.78,-13.23,2.0,-1.44,-1.42
1.22,24.42,16.55,-1.3,11.82,-25.29
2.6,1.7,-9.25,0.94,-0.0,-0.83
9.81,-1.49,-20.08,2.84,-0.0,-0.0
1.22,24.42,16.55,-1.3,11.82,-25.29
4.91,-0.75,-10.04,0.36,-0.18,0.48
8.35,-1.84,-5.2,-0.19,-0.06,0.52
8.06,-1.05,-6.17,0.06,-0.18,0.32
7.13,-3.12,-5.74,0.07,-0.17,0.19
7.53,-1.72,-6.7,-0.17,-0.25,0.16
6.77,-1.23,-6.76,-0.03,-0.08,-0.02
7.53,-1.03,-6.99,-0.06,0.02,-0.12
7.39,-0.8,-6.39,-0.09,0.01,-0.12
7.06,-2.07,-6.61,-0.17,0.04,-0.01
7.41,-1.06,-6.5,-0.18,-0.0,0.04
7.17,-1.13,-6.34,-0.13,-0.02,-0.06
7.45,-1.21,-6.55,-0.11,-0.01,-0.06
7.22,-1.41,-6.55,-0.11,-0.04,0.0
7.27,-1.16,-6.66,-0.09,-0.08,0.03
7.18,-1.15,-6.62,-0.07,-0.06,0.05
7.27,-1.34,-6.47,-0.06,-0.07,0.1
7.25,-1.15,-6.68,-0.07,-0.09,0.1
7.19,-1.29,-6.6,0.03,-0.11,0.03
7.13,-1.69,-6.55,0.09,-0.15,0.09
7.26,-1.57,-6.85,0.13,-0.22,0.16
7.02,-1.34,-6.63,0.18,-0.29,0.23
