Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
8.64,-5.54,-1.29,-0.19,0.04,-0.05
8.75,-5.71,-1.24,-0.17,0.04,-0.01
8.75,-5.49,-1.29,-0.14,0.01,-0.05
8.7,-5.58,-1.31,-0.13,0.01,-0.06
8.71,-5.58,-1.28,-0.12,0.01,-0.1
8.75,-5.57,-1.22,-0.09,0.06,-0.18
8.83,-5.39,-1.3,-0.12,-0.01,-0.09
8.8,-5.34,-1.19,-0.1,0.01,-0.05
8.72,-5.44,-1.34,-0.13,-0.05,0.11
8.43,-5.52,-1.24,-0.13,-0.01,0.12
8.37,-5.44,-1.33,-0.1,-0.02,-0.03
8.81,-5.57,-1.37,-0.11,-0.0,0.0
8.68,-5.51,-1.42,-0.09,-0.04,0.06
8.93,-5.37,-1.63,-0.05,-0.02,0.07
8.78,-5.63,-1.53,-0.07,-0.17,0.03
8.38,-5.7,-1.4,-0.11,-0.16,-0.04
8.62,-5.78,-1.45,-0.17,-0.08,-0.05
8.68,-5.57,-1.51,-0.23,-0.09,0.0
8.71,-5.45,-1.6,-0.2,-0.07,0.06
8.63,-5.49,-1.65,-0.16,-0.08,0.08
8.68,-5.64,-1.69,-0.16,-0.11,-0.06
8.36,-5.57,-1.69,-0.13,-0.03,-0.05
8.54,-5.66,-1.74,-0.15,-0.01,-0.05
8.6,-5.54,-1.72,-0.16,0.04,-0.03
8.56,-5.52,-1.58,-0.16,0.02,-0.0
8.57,-5.61,-1.77,-0.14,0.08,-0.01
8.55,-5.43,-1.7,-0.15,0.01,-0.01
8.7,-5.57,-1.72,-0.14,0.05,-0.01
8.61,-5.47,-1.64,-0.15,0.06,0.01
8.66,-5.54,-1.67,-0.18,-0.02,-0.0
8.65,-5.54,-1.66,-0.19,0.03,0.02
8.63,-5.57,-1.71,-0.19,0.01,-0.02
8.62,-5.48,-1.7,-0.18,-0.01,-0.04
8.61,-5.42,-1.71,-0.18,-0.03,-0.02
8.64,-5.49,-1.77,-0.18,-0.02,-0.01
8.6,-5.49,-1.76,-0.17,-0.02,-0.03
8.65,-5.44,-1.73,-0.18,-0.07,-0.04
8.67,-5.51,-1.81,-0.16,-0.02,-0.05
8.56,-5.38,-1.76,-0.15,-0.02,-0.03
8.57,-5.48,-1.78,-0.16,-0.02,-0.01
8.54,-5.47,-1.8,-0.17,0.0,-0.0
8.58,-5.5,-1.83,-0.16,0.03,0.0
8.56,-5.5,-1.73,-0.17,0.04,0.02
8.56,-5.53,-1.76,-0.18,0.06,0.04
8.61,-5.62,-1.71,-0.23,0.08,0.06
8.5,-5.52,-1.83,-0.27,0.1,0.07
8.64,-5.48,-1.8,-0.26,0.15,0.09
8.66,-5.23,-1.68,-0.24,0.17,0.07
9.0,-5.2,-1.49,-0.21,0.16,0.07
8.77,-5.52,-1.27,-0.25,0.3,0.16
8.73,-5.61,-1.25,-0.36,0.38,0.2
8.53,-5.97,-1.18,-0.43,0.55,0.28
8.6,-5.98,-1.05,-0.55,0.59,0.41
8.51,-6.08,-1.25,-0.61,0.68,0.47
8.05,-6.1,-1.79,-0.56,0.55,0.4
7.83,-6.15,-2.04,-0.45,0.4,0.32
7.72,-6.29,-1.92,-0.26,0.19,0.19
7.54,-6.57,-1.47,-0.22,0.08,0.01
7.23,-6.97,-1.21,-0.25,0.21,-0.03
7.69,-6.81,-1.2,-0.27,0.24,-0.1
7.21,-6.69,-0.98,-0.22,0.22,-0.14
7.44,-6.82,-0.56,-0.21,0.32,-0.21
7.21,-6.58,-0.24,-0.15,0.38,-0.3
7.23,-6.11,0.33,-0.07,0.55,-0.37
6.44,-4.64,1.24,0.15,0.57,-0.58
4.7,-4.11,1.16,0.15,0.17,-0.43
3.99,-2.79,0.51,-0.26,0.02,-0.88
2.42,-3.1,0.11,-0.41,0.11,-1.21
2.77,-2.16,-0.45,-0.65,0.16,-1.39
0.91,-1.83,-1.43,-0.4,0.74,-1.32
3.78,-3.67,-1.69,0.27,1.88,-1.41
16.3,-9.61,0.26,0.84,3.25,-0.83
12.98,-6.52,3.28,-0.76,1.3,-3.15
21.19,-4.89,2.59,0.17,0.57,-1.62
11.95,-8.47,5.01,2.03,-0.87,-4.37
9.35,6.4,-1.36,2.54,1.25,-3.61
10.15,5.07,8.55,1.65,2.53,-3.27
5.17,11.43,-2.65,2.78,4.19,-1.54
10.87,19.43,7.57,4.37,-2.78,-3.46
1.71,0.45,9.59,-0.38,-0.28,-2.44
4.81,34.05,-4.86,4.37,-4.37,-4.07
-0.75,1.08,-0.36,1.6,1.68,-2.43
0.99,8.32,-6.34,1.3,-1.92,-2.76
-3.35,8.57,-4.92,2.62,-1.12,-3.61
-2.88,6.33,-4.04,1.73,-0.78,-2.1
-1.23,5.78,-5.49,1.29,-0.87,-1.96
-2.96,4.94,-3.54,1.43,-0.72,-1.88
-3.12,3.89,-5.17,0.99,-0.4,-1.5
-3.94,4.01,-5.93,0.67,-0.55,-1.11
-4.27,2.72,-5.63,0.21,-0.37,-0.69
-5.64,3.04,-6.11,-0.07,-0.02,-0.46
-5.54,2.51,-5.38,-0.3,0.52,-0.35
-5.78,3.34,-6.67,-0.33,0.84,-0.22
-4.33,3.12,-5.8,-0.43,0.91,-0.01
-3.26,3.88,-6.06,-0.3,0.68,0.13
-3.94,4.23,-7.36,-0.58,0.96,0.37
-2.78,4.63,-6.74,-0.45,0.46,0.65
-2.95,4.88,-7.05,-0.54,0.42,0.94
-2.66,5.7,-7.16,-0.32,0.36,0.93
-1.82,5.7,-7.07,-0.33,0.44,0.83
-1.35,5.81,-6.82,-0.38,0.35,0.65
-0.66,5.65,-6.61,-0.32,0.3,0.42
-0.98,5.75,-6.84,-0.38,0.03,0.25
-0.85,5.94,-6.74,-0.08,-0.2,0.15
-1.14,6.07,-6.73,-0.22,-0.23,0.14
-0.87,6.45,-6.33,-0.17,0.05,0.2
-0.79,6.57,-6.73,-0.28,0.12,0.22
-0.61,6.22,-6.25,-0.12,0.05,0.22
-1.04,6.13,-6.91,-0.19,0.1,0.28
-0.65,6.06,-6.31,-0.25,-0.02,0.28
-0.42,6.49,-6.39,-0.17,-0.11,0.37
-0.09,6.66,-6.41,-0.16,-0.08,0.33
0.25,6.91,-6.58,-0.17,-0.04,0.28
-0.51,6.49,-6.57,-0.23,0.09,0.28
-0.22,6.0,-6.54,-0.35,0.29,0.29
0.14,6.09,-6.28,-0.58,0.26,0.44
0.24,6.4,-5.99,-0.84,0.14,0.68
-0.0,6.98,-5.91,-1.04,0.2,0.94
0.62,7.51,-5.45,-1.35,0.45,1.26
2.16,7.28,-4.62,-1.32,0.74,1.13
3.17,8.62,-3.87,-1.51,0.64,1.15
4.46,8.49,-3.24,-1.48,1.07,1.16
5.56,8.73,-2.79,-1.57,0.99,1.04
4.11,8.61,-1.66,-1.71,1.12,1.08
4.43,9.15,-1.8,-1.49,1.53,1.24
5.61,8.76,0.34,-1.47,1.37,1.0
6.24,8.43,0.85,-1.46,1.57,0.97
5.92,7.84,2.12,-1.6,1.93,0.52
6.19,7.22,3.56,-1.32,1.68,0.36
6.75,7.27,5.07,-0.97,0.77,0.26
