Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.5,-0.64,-0.05,-0.14,0.02,-0.0
10.53,-0.68,-0.04,-0.12,0.02,-0.01
10.5,-0.64,0.01,-0.11,0.01,-0.0
10.52,-0.68,-0.01,-0.11,0.01,-0.01
10.5,-0.69,-0.01,-0.11,-0.0,-0.02
10.51,-0.67,-0.06,-0.11,0.01,-0.02
10.49,-0.68,-0.1,-0.1,0.01,-0.03
10.52,-0.7,0.04,-0.11,0.01,-0.02
10.47,-0.68,-0.1,-0.11,-0.0,-0.01
10.51,-0.63,-0.08,-0.1,0.0,-0.01
10.51,-0.67,-0.04,-0.12,0.01,-0.0
10.49,-0.66,-0.05,-0.11,0.0,-0.01
10.45,-0.61,-0.06,-0.11,0.02,-0.02
10.54,-0.56,0.0,-0.1,0.01,-0.01
10.48,-0.66,0.03,-0.09,0.03,-0.02
10.56,-0.69,0.09,-0.09,0.03,-0.01
10.61,-0.74,0.17,-0.1,0.04,-0.01
10.57,-0.63,0.14,-0.09,0.02,-0.02
10.4,-0.69,0.13,-0.08,0.03,-0.03
10.54,-0.7,0.27,-0.11,0.0,-0.01
10.42,-0.65,0.13,-0.11,0.01,-0.01
10.59,-0.62,0.15,-0.08,0.0,-0.01
10.5,-0.68,0.16,-0.08,0.02,-0.01
10.46,-0.68,0.09,-0.08,0.0,-0.02
10.51,-0.65,0.1,-0.1,0.02,-0.02
10.54,-0.62,0.14,-0.11,0.01,-0.01
10.53,-0.55,0.07,-0.09,0.02,-0.0
10.51,-0.64,0.13,-0.08,0.02,-0.01
10.53,-0.64,0.17,-0.09,-0.0,-0.02
10.52,-0.63,0.09,-0.11,-0.0,-0.01
10.48,-0.64,0.11,-0.11,-0.01,-0.01
10.58,-0.68,0.21,-0.11,-0.02,-0.0
10.46,-0.59,0.11,-0.12,-0.0,-0.01
10.48,-0.69,0.08,-0.12,-0.0,-0.01
10.51,-0.69,-0.09,-0.14,-0.0,-0.01
10.5,-0.21,-0.89,-0.09,-0.03,-0.1
9.8,-0.23,-0.13,-0.06,0.43,-0.07
10.5,-0.6,-1.18,-0.0,0.13,-0.1
10.3,-0.09,-0.45,0.1,0.11,-0.13
10.32,0.18,-0.51,0.22,0.08,-0.12
9.93,0.44,-0.48,0.47,0.14,-0.17
10.08,0.5,-0.65,0.72,0.14,-0.21
9.61,1.27,-0.69,1.13,0.13,-0.29
9.23,1.04,-0.4,1.54,0.17,-0.43
9.01,1.97,0.13,2.13,0.19,-0.61
8.21,1.98,-0.42,2.84,0.3,-0.72
7.11,-0.46,2.29,2.73,0.9,-0.97
6.36,2.8,0.77,3.51,1.05,-0.7
10.25,0.11,0.48,3.64,0.65,-0.81
6.36,-2.81,3.21,3.45,0.55,-0.2
5.19,-0.54,7.58,3.65,0.47,-0.55
6.45,-5.29,7.2,3.82,2.58,-0.73
10.21,-1.6,2.14,3.75,1.35,-0.79
22.62,-5.36,5.4,0.96,4.37,-1.01
5.02,5.62,-7.08,2.91,0.65,-2.13
11.0,10.31,-7.53,4.37,2.1,-1.63
10.09,-6.78,-7.27,4.15,-0.96,-2.02
