Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.04,-0.67,3.89,-0.15,-0.04,-0.05
9.91,-0.73,3.62,-0.18,0.01,-0.08
10.26,-0.65,3.68,-0.17,0.01,-0.08
10.17,-0.59,3.67,-0.14,0.03,-0.02
10.13,-0.68,3.65,-0.11,0.01,-0.0
10.14,-0.67,3.84,-0.12,0.02,0.01
10.2,-0.69,3.92,-0.13,0.01,0.01
10.12,-0.61,3.79,-0.14,-0.03,-0.01
10.0,-0.55,3.85,-0.14,0.01,-0.02
10.16,-0.59,3.85,-0.12,-0.01,-0.01
10.11,-0.53,3.83,-0.07,-0.01,0.0
10.06,-0.65,3.83,-0.03,0.01,0.01
10.11,-0.66,3.92,-0.02,0.04,0.0
10.12,-0.62,3.91,-0.03,0.03,0.01
10.09,-0.65,3.96,-0.05,0.01,0.01
10.13,-0.59,3.86,-0.04,-0.0,0.01
10.12,-0.59,3.85,-0.03,-0.0,0.02
10.05,-0.59,3.93,-0.03,0.01,0.01
10.1,-0.59,3.98,-0.03,-0.01,0.02
10.09,-0.57,3.98,-0.02,-0.0,0.02
10.08,-0.56,4.13,-0.01,0.03,0.03
10.0,-0.56,4.18,-0.05,0.04,0.04
9.97,-0.62,4.13,-0.06,0.02,0.02
9.89,-0.6,4.15,-0.06,0.05,-0.01
10.04,-0.62,4.18,-0.09,0.05,-0.04
10.01,-0.61,4.2,-0.11,0.05,-0.04
10.01,-0.59,4.1,-0.12,0.04,-0.05
10.1,-0.58,4.16,-0.13,0.05,-0.04
10.11,-0.52,4.13,-0.13,0.01,-0.02
10.02,-0.57,4.16,-0.11,-0.01,-0.01
10.05,-0.59,4.18,-0.11,-0.01,-0.02
10.01,-0.57,4.16,-0.12,-0.03,-0.01
10.0,-0.52,4.21,-0.13,-0.04,-0.01
9.99,-0.53,4.06,-0.12,-0.03,-0.01
10.38,-0.71,3.93,-0.11,-0.04,-0.03
10.26,-0.28,3.6,0.03,0.05,0.02
10.07,0.1,2.78,0.28,-0.02,0.06
10.45,-0.59,2.53,0.45,-0.19,0.1
9.87,0.09,2.82,0.51,0.13,0.03
9.9,0.19,2.84,0.56,0.23,0.02
9.99,-0.07,3.33,0.8,0.37,-0.02
9.89,1.06,2.41,1.14,0.07,0.34
8.15,0.87,2.74,1.41,0.15,0.58
8.16,-0.02,2.78,1.73,0.14,0.37
7.29,0.74,2.43,1.74,0.46,0.33
6.49,0.22,2.18,1.98,0.5,0.44
8.84,3.42,4.58,1.93,1.2,0.46
10.3,2.64,6.23,3.52,0.15,0.37
4.9,0.72,6.88,3.94,-1.13,0.96
4.3,-3.65,9.56,4.16,0.63,0.37
5.21,-1.7,10.94,4.37,1.17,0.6
6.35,-1.21,8.06,4.37,0.72,0.52
4.6,0.24,5.13,3.92,0.48,0.3
