Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.72,0.99,4.84,-0.1,-0.12,0.07
9.54,0.75,4.86,-0.08,-0.07,0.08
9.48,0.57,5.06,-0.14,-0.03,0.03
9.6,0.72,5.26,-0.2,-0.04,-0.03
9.59,0.81,5.2,-0.22,-0.08,-0.04
9.55,0.92,5.1,-0.21,-0.06,-0.03
9.56,0.93,4.86,-0.15,-0.03,-0.02
9.67,0.92,4.91,-0.12,0.0,-0.0
9.68,0.77,4.96,-0.11,0.01,-0.0
9.75,0.83,4.94,-0.13,0.03,0.01
9.65,0.79,4.98,-0.11,0.03,0.01
9.7,0.76,4.96,-0.1,0.03,0.02
9.73,0.76,5.04,-0.08,0.01,0.02
9.63,0.72,4.92,-0.07,-0.01,0.03
9.59,0.68,4.95,-0.06,0.02,0.02
9.67,0.62,4.99,-0.07,0.03,0.02
9.63,0.65,5.11,-0.09,0.04,0.01
9.64,0.57,4.99,-0.09,0.04,0.01
9.74,0.61,5.2,-0.13,0.02,0.02
9.8,0.73,5.15,-0.14,0.01,0.07
9.6,0.5,5.23,-0.15,0.01,0.08
9.5,0.34,5.28,-0.19,0.02,0.06
9.49,0.46,5.41,-0.21,0.03,0.05
9.54,0.44,5.4,-0.22,0.02,0.04
9.47,0.46,5.33,-0.19,0.0,0.04
9.46,0.34,5.18,-0.22,0.02,0.01
9.48,0.32,5.25,-0.26,0.01,-0.04
9.54,0.47,5.18,-0.27,0.03,-0.08
9.54,0.62,5.09,-0.25,0.01,-0.09
9.65,0.57,5.18,-0.19,0.0,-0.07
9.65,0.49,5.15,-0.16,-0.02,-0.05
9.62,0.49,5.15,-0.14,-0.01,-0.02
9.62,0.48,5.13,-0.12,0.0,-0.01
9.58,0.4,5.18,-0.1,-0.02,-0.02
9.64,0.55,5.16,-0.1,-0.04,-0.01
9.64,0.43,5.06,-0.09,-0.03,-0.01
9.64,0.44,5.05,-0.08,-0.03,-0.0
9.71,0.41,5.08,-0.07,-0.03,0.0
9.62,0.44,4.98,-0.09,-0.01,-0.01
9.63,0.38,4.98,-0.12,-0.04,-0.02
9.74,0.52,4.97,-0.1,-0.01,-0.04
9.79,0.55,4.93,-0.08,-0.05,-0.01
9.66,0.5,4.89,-0.08,-0.01,0.01
9.65,0.45,4.86,-0.08,-0.02,0.02
9.56,0.52,4.6,-0.08,-0.02,-0.01
9.86,0.54,4.46,-0.09,-0.0,-0.11
10.25,0.88,4.21,-0.12,-0.16,-0.12
9.31,1.2,3.62,-0.21,-0.28,-0.07
9.32,0.5,3.52,-0.26,-0.15,-0.0
8.38,0.94,3.53,-0.08,-0.04,0.09
7.63,1.76,3.14,0.07,0.0,0.33
8.48,1.48,2.49,-0.13,0.09,0.64
7.46,0.78,3.07,-0.22,0.3,0.48
7.18,-0.07,3.14,-0.14,0.47,0.42
9.03,-0.09,4.73,-0.13,0.62,0.41
10.93,-0.1,5.74,-0.1,0.45,0.26
10.31,-0.68,4.37,-0.12,-0.09,0.19
9.76,0.78,3.75,-0.14,0.27,0.35
10.25,0.26,3.98,0.05,0.37,0.58
7.69,-0.47,4.26,0.55,0.83,1.03
6.27,0.42,4.53,0.73,1.05,1.49
4.53,-4.48,9.14,1.11,1.82,1.38
20.86,-6.44,27.24,3.82,4.37,2.2
-1.81,-5.45,-2.69,4.36,-1.71,2.7
-3.52,2.26,-4.98,4.37,3.63,1.15
0.41,1.03,12.71,3.52,2.05,0.77
-4.98,-4.92,23.26,-0.33,4.37,-1.62
17.15,8.78,12.28,2.21,3.07,-0.65
4.58,-1.35,3.93,3.26,2.8,-0.14
-6.38,7.28,2.97,3.03,2.65,0.6
-5.01,3.14,3.89,3.37,1.54,3.04
3.24,8.46,10.01,3.14,0.45,3.45
-4.69,10.69,-2.19,3.65,-1.59,4.37
-11.1,66.62,11.02,4.37,-0.79,3.41
12.39,-15.25,-3.76,4.37,0.93,0.12
-7.9,8.38,-7.65,2.68,-0.8,0.53
3.08,6.0,-4.07,2.74,1.17,2.1
4.41,-2.34,-9.07,2.98,-0.08,1.49
2.26,1.06,-10.43,1.78,0.05,1.16
4.07,0.33,-7.75,1.19,0.01,1.28
5.07,0.35,-8.35,0.75,-0.35,1.16
4.49,1.34,-8.5,-0.0,0.07,0.66
4.98,2.1,-7.53,-0.31,0.04,0.43
4.63,2.37,-8.16,-0.42,-0.11,0.11
4.76,3.07,-8.21,-0.3,0.24,-0.25
4.52,2.93,-7.54,0.01,0.08,-0.29
4.58,2.89,-7.89,-0.33,0.28,-0.26
4.68,3.24,-7.57,-0.16,0.19,-0.16
4.54,3.54,-7.45,-0.01,0.19,-0.08
4.54,3.55,-7.8,0.06,0.13,-0.03
4.73,2.92,-7.84,-0.04,0.24,-0.12
4.94,3.08,-7.44,0.03,0.25,-0.09
4.93,3.29,-7.9,0.04,0.16,-0.01
5.21,3.03,-7.34,-0.01,0.2,0.09
5.27,2.94,-7.21,0.07,0.13,0.13
5.64,3.01,-7.19,0.07,0.07,0.13
5.45,2.82,-7.35,0.1,0.01,0.15
5.75,2.29,-7.13,0.09,0.03,0.11
5.7,2.28,-7.52,0.06,-0.05,0.06
5.59,2.01,-7.57,-0.02,-0.01,0.02
5.54,2.29,-7.27,0.01,-0.02,0.05
5.35,2.12,-7.79,-0.04,-0.05,0.03
5.35,2.11,-7.8,-0.06,0.03,-0.03
5.71,2.21,-7.25,0.02,0.01,-0.04
5.26,2.11,-7.76,0.05,-0.05,0.01
5.32,2.23,-7.68,0.1,-0.02,0.06
5.36,2.26,-7.71,0.06,0.01,0.07
5.44,1.77,-7.67,0.07,-0.0,0.06
5.48,1.41,-7.75,0.03,0.0,0.04
5.67,1.33,-7.8,-0.02,0.0,0.06
5.39,1.14,-7.87,-0.03,-0.01,0.03
5.33,1.63,-7.85,-0.04,0.03,0.03
5.52,1.78,-7.85,-0.12,0.01,0.01
5.4,1.52,-7.65,-0.09,-0.01,0.0
5.62,1.18,-7.68,-0.11,-0.02,-0.02
5.57,1.25,-7.86,-0.12,-0.05,-0.02
