Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.99,-0.07,1.54,-0.11,0.0,-0.11
10.8,-0.04,1.79,-0.18,0.02,-0.02
10.62,-0.01,1.43,-0.16,0.01,-0.01
10.3,0.15,1.41,-0.11,0.02,0.0
10.56,0.0,1.45,-0.1,0.07,0.02
10.68,0.06,1.59,-0.09,0.04,0.02
10.59,0.11,1.65,-0.06,-0.01,0.0
10.47,0.04,1.61,-0.06,-0.02,0.01
10.48,0.09,1.61,-0.05,0.0,-0.01
10.57,0.09,1.6,-0.03,0.02,-0.01
10.5,0.0,1.55,-0.02,0.03,-0.03
10.54,0.05,1.61,-0.02,0.01,-0.03
10.53,-0.05,1.55,-0.02,0.01,-0.04
10.58,0.01,1.43,-0.02,0.02,-0.04
10.65,-0.0,1.62,0.02,0.01,-0.0
10.82,-0.07,1.38,0.04,-0.08,0.05
10.68,-0.11,1.7,0.09,-0.08,0.16
10.61,-0.3,1.73,0.14,-0.05,0.24
10.15,-0.53,1.62,0.06,-0.09,0.17
10.01,-0.63,1.6,-0.04,-0.0,0.07
10.18,-0.71,1.83,-0.13,0.13,-0.04
9.99,-0.56,1.69,-0.25,0.08,-0.23
11.22,0.02,1.21,-0.23,-0.04,-0.24
10.77,0.3,1.87,-0.19,-0.01,-0.06
10.86,0.08,1.68,-0.13,0.04,-0.05
10.47,0.41,1.3,-0.05,-0.08,0.01
10.3,0.16,1.13,0.05,-0.04,0.03
10.51,-0.05,1.33,0.02,0.02,0.01
10.67,-0.04,1.56,-0.06,-0.0,-0.02
10.6,-0.01,1.51,-0.09,-0.03,-0.02
10.47,0.1,1.44,-0.11,-0.03,-0.03
10.45,0.1,1.39,-0.09,-0.01,-0.01
10.52,0.08,1.55,-0.04,0.04,-0.03
10.64,-0.06,1.69,-0.06,0.01,-0.02
10.55,-0.02,1.63,-0.07,0.0,-0.02
10.52,-0.01,1.62,-0.09,-0.01,-0.03
10.46,-0.04,1.6,-0.12,0.01,-0.04
10.52,0.0,1.64,-0.12,0.03,-0.03
10.53,-0.0,1.69,-0.1,0.04,-0.02
10.53,-0.0,1.72,-0.07,0.04,-0.02
10.5,-0.04,1.67,-0.08,0.04,-0.02
10.51,-0.01,1.63,-0.09,0.03,-0.03
10.61,0.04,1.68,-0.1,0.02,-0.03
10.49,0.05,1.59,-0.09,0.04,-0.02
10.56,0.07,1.7,-0.07,0.02,-0.02
10.53,0.04,1.71,-0.06,0.01,-0.02
10.51,0.05,1.76,-0.06,0.01,-0.02
10.47,0.06,1.7,-0.05,0.02,-0.02
10.51,0.03,1.69,-0.05,0.03,-0.02
10.55,0.08,1.66,-0.04,0.03,-0.03
10.53,0.03,1.69,-0.04,0.02,-0.03
10.53,0.07,1.7,-0.05,0.02,-0.03
10.43,-0.05,1.61,-0.06,0.01,-0.04
10.73,-0.32,1.74,-0.1,0.1,-0.08
