Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.58,0.17,0.77,-0.15,0.0,-0.01
10.54,0.19,0.77,-0.16,-0.01,-0.01
10.58,0.16,0.84,-0.15,-0.01,-0.01
10.54,0.19,0.8,-0.15,-0.04,-0.0
10.57,0.19,0.79,-0.15,-0.03,-0.01
10.52,0.17,0.74,-0.15,-0.02,-0.01
10.52,0.14,0.72,-0.16,0.0,-0.01
10.55,0.13,0.74,-0.16,0.01,-0.0
10.55,0.18,0.75,-0.16,0.0,0.0
10.54,0.21,0.81,-0.15,-0.0,-0.0
10.59,0.18,0.74,-0.15,0.01,-0.0
10.51,0.23,0.82,-0.15,-0.0,-0.01
10.57,0.23,0.79,-0.14,0.01,-0.02
10.51,0.22,0.79,-0.13,0.01,-0.02
10.55,0.19,0.87,-0.12,0.01,-0.02
10.52,0.15,0.7,-0.13,0.0,-0.01
10.58,0.18,0.75,-0.12,0.03,-0.03
10.62,0.17,0.77,-0.11,0.01,-0.02
10.53,0.17,0.81,-0.1,0.01,-0.02
10.57,0.2,0.82,-0.1,0.01,-0.01
10.52,0.17,0.83,-0.1,0.01,-0.02
10.53,0.2,0.87,-0.11,0.02,-0.02
10.57,0.17,0.83,-0.11,0.02,-0.02
10.54,0.2,0.81,-0.11,0.01,-0.02
10.59,0.2,0.83,-0.12,0.01,-0.02
10.55,0.23,0.87,-0.11,0.0,-0.02
10.58,0.2,0.83,-0.11,0.02,-0.01
10.53,0.24,0.85,-0.13,-0.01,-0.01
10.58,0.23,0.85,-0.12,-0.0,-0.02
10.54,0.21,0.86,-0.12,-0.0,-0.01
10.54,0.25,0.84,-0.12,-0.0,-0.01
10.56,0.22,0.89,-0.12,0.0,-0.01
10.53,0.16,0.81,-0.12,-0.02,-0.0
10.63,-0.02,0.83,-0.14,0.01,-0.02
10.92,0.96,0.68,0.1,0.38,-0.03
10.55,0.93,-0.65,0.37,0.01,-0.07
10.08,0.7,-0.33,0.59,-0.11,-0.15
10.26,0.92,0.34,0.65,0.22,-0.14
10.51,0.85,0.37,0.69,0.16,-0.16
10.13,1.01,0.33,0.83,0.14,-0.14
10.39,0.88,-0.2,1.01,0.14,-0.18
9.95,1.15,-0.11,1.18,0.14,-0.2
10.02,0.98,-0.06,1.29,0.16,-0.29
9.83,0.97,-0.06,1.31,0.12,-0.32
9.5,0.99,-0.19,1.3,-0.03,-0.31
7.96,1.13,0.61,1.3,-0.02,-0.34
7.67,0.53,0.41,1.21,0.16,-0.4
7.68,0.47,0.29,1.1,0.44,-0.42
9.75,0.92,0.95,1.16,0.56,-0.3
9.07,1.49,0.84,1.59,0.06,-0.31
8.18,0.24,2.62,1.02,0.46,-0.65
7.21,-3.18,5.47,0.87,-0.14,-1.17
6.19,2.12,5.85,0.32,2.69,-1.32
10.57,-0.71,3.32,0.22,1.58,-1.41
10.93,13.34,19.68,-1.2,3.91,-1.33
24.01,19.63,3.33,0.93,4.37,-2.01
10.39,-2.42,-2.56,2.15,-0.04,-2.5
10.7,0.24,-1.43,-0.47,4.37,-2.19
11.81,2.36,-0.58,1.52,1.28,-2.45
-0.21,6.16,5.04,1.65,0.86,-1.54
-1.88,13.82,7.34,3.99,-1.71,-0.32
2.06,12.45,7.77,4.37,1.08,0.43
0.54,16.92,2.83,4.37,-1.88,1.12
4.0,42.39,-3.65,2.66,1.35,-4.37
-0.1,-6.46,-1.09,-2.15,-1.53,0.23
-12.15,17.28,1.47,-1.13,-0.33,0.86
4.0,4.94,-8.04,0.09,1.39,-0.71
-0.26,9.03,-3.57,1.16,0.08,-1.16
-6.13,8.7,-2.21,-2.17,-0.72,-0.26
-0.37,9.43,-3.02,-1.62,0.36,-0.06
-3.94,11.14,-4.59,-0.49,-0.89,-0.11
-2.68,8.09,-2.62,0.83,-0.08,-0.45
-3.08,9.75,-2.47,-0.5,-0.67,-0.08
-1.12,9.9,0.15,-0.52,-0.11,0.32
-0.34,7.91,-1.26,0.0,0.23,0.28
-0.23,10.01,0.8,-0.24,0.22,0.57
1.18,11.28,1.76,-0.35,0.33,0.34
1.35,8.57,0.24,-0.57,0.24,-0.14
1.02,9.69,0.4,0.02,-0.02,-0.31
-0.11,11.44,0.88,0.51,0.03,-0.3
-0.18,8.92,-0.4,0.12,0.13,-0.03
0.2,8.79,-0.85,0.02,0.07,-0.06
-0.31,9.14,-0.62,-0.3,0.1,-0.12
0.0,9.28,-0.39,-0.46,0.13,-0.03
0.15,9.8,0.18,-0.46,0.0,0.07
0.26,9.77,0.46,-0.42,-0.04,0.07
0.32,9.77,0.75,-0.26,-0.07,0.02
0.19,9.77,0.83,-0.08,-0.04,-0.04
0.11,9.62,0.48,0.04,0.02,-0.08
0.08,9.56,0.24,0.05,0.01,-0.08
-0.02,9.5,0.01,0.02,0.0,-0.04
-0.04,9.44,-0.06,-0.06,0.01,0.0
0.07,9.47,0.0,-0.14,0.01,0.02
0.13,9.5,0.08,-0.17,0.01,0.02
0.22,9.6,0.22,-0.14,-0.02,0.0
0.19,9.6,0.24,-0.09,-0.07,-0.03
-0.01,9.56,0.16,-0.06,-0.01,-0.04
0.04,9.52,0.01,-0.11,-0.0,-0.03
0.02,9.52,0.03,-0.14,-0.02,-0.01
0.0,9.56,0.1,-0.15,0.0,-0.0
0.16,9.58,0.17,-0.15,-0.0,0.0
0.07,9.56,0.15,-0.11,-0.0,-0.01
0.12,9.52,0.1,-0.11,0.01,-0.02
0.04,9.56,0.07,-0.1,0.0,-0.02
