Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.54,0.96,4.91,-0.15,0.02,-0.03
9.61,1.01,4.93,-0.15,0.02,-0.02
9.7,0.95,4.97,-0.14,0.02,-0.03
9.71,0.99,4.99,-0.14,0.01,-0.02
9.7,0.96,4.96,-0.14,0.01,-0.02
9.7,1.02,4.88,-0.13,0.01,-0.02
9.73,0.95,4.9,-0.13,0.01,-0.02
9.65,0.99,4.78,-0.14,-0.02,-0.01
9.7,0.99,4.82,-0.12,-0.0,-0.02
9.75,1.0,4.85,-0.13,-0.0,-0.01
9.7,0.95,4.82,-0.13,0.0,-0.02
9.67,0.97,4.79,-0.14,-0.0,-0.01
9.68,0.94,4.87,-0.13,0.01,-0.01
9.75,0.9,4.92,-0.14,-0.0,-0.02
9.62,0.94,4.92,-0.14,-0.01,-0.02
9.76,0.92,4.9,-0.14,0.01,-0.03
9.63,0.92,4.81,-0.13,0.02,-0.03
9.61,0.93,4.93,-0.14,0.01,-0.03
9.74,0.94,4.97,-0.13,0.02,-0.02
9.62,1.0,4.97,-0.12,0.02,-0.01
9.74,0.91,4.95,-0.12,0.0,-0.02
9.57,1.01,4.93,-0.12,0.01,-0.02
9.77,1.0,5.05,-0.11,0.0,0.0
9.61,1.02,4.94,-0.1,-0.02,0.0
9.66,0.96,5.05,-0.1,-0.02,0.01
9.63,1.02,4.98,-0.11,-0.02,-0.0
9.58,0.97,5.02,-0.1,0.02,-0.01
9.6,0.99,5.04,-0.1,-0.02,-0.01
9.66,0.99,4.97,-0.09,0.01,-0.01
9.63,1.01,5.04,-0.1,-0.02,-0.01
9.65,0.98,4.97,-0.1,0.0,-0.01
9.55,0.99,4.94,-0.12,-0.02,-0.01
9.39,0.97,4.81,-0.1,0.01,-0.03
9.76,1.38,4.56,-0.04,0.09,-0.04
10.48,1.83,4.57,0.07,0.05,-0.03
9.09,1.72,3.53,0.23,0.0,0.09
9.97,2.5,2.62,0.26,0.0,0.33
10.01,0.44,3.88,-0.08,-0.06,0.2
9.18,1.38,4.7,-0.11,-0.11,-0.02
8.95,0.1,3.96,-0.37,-0.06,0.17
9.04,4.22,2.12,-0.18,0.17,0.16
8.83,3.4,1.81,0.54,0.26,0.3
7.67,2.41,2.7,1.64,0.32,0.54
8.8,3.6,1.16,2.92,0.67,0.67
6.83,4.48,6.1,3.94,1.56,0.55
8.15,3.22,7.25,3.81,1.51,0.93
6.39,2.69,5.97,3.63,0.83,1.09
6.38,-0.99,9.6,3.47,1.34,1.47
7.69,-3.42,10.05,3.78,1.14,1.34
7.49,-3.96,9.19,3.38,1.23,0.86
4.12,-0.64,5.71,3.11,1.7,0.74
3.87,-5.54,7.02,2.88,2.71,1.15
12.11,-4.31,24.31,1.21,3.86,-1.19
15.01,14.42,0.69,3.21,0.07,-0.71
1.6,1.14,-2.63,4.15,2.68,-0.79
11.01,3.92,2.37,4.35,0.53,0.09
14.97,7.76,5.17,3.74,-0.07,1.47
20.37,21.04,4.64,3.14,-1.87,-3.18
-4.38,-12.52,-2.26,2.15,-1.89,-1.24
6.18,15.4,-5.2,2.46,-1.42,-0.63
4.71,2.13,-9.2,3.72,-2.91,-0.26
-0.77,-0.49,-12.63,3.39,-2.27,-0.26
-5.2,13.45,-11.81,-1.52,-0.56,0.72
7.6,-3.25,-2.53,1.28,0.53,1.99
-0.34,5.45,-12.21,1.75,-0.9,0.14
3.31,7.69,-8.13,1.5,0.21,1.8
3.56,0.83,-7.03,1.82,-0.97,1.66
2.38,-2.05,-8.71,1.39,-0.2,1.48
2.76,-0.79,-8.0,0.44,-0.2,0.75
2.45,-0.67,-8.8,0.75,0.18,0.46
2.79,-3.1,-9.91,0.43,0.53,0.1
3.34,0.06,-8.7,0.3,0.2,0.28
3.19,-1.62,-8.85,0.32,0.31,0.56
2.48,-2.02,-8.08,-0.06,0.19,0.35
2.51,-1.28,-9.23,0.03,0.27,0.01
3.63,-0.43,-8.5,-0.11,0.46,-0.28
4.28,-0.48,-9.15,0.22,0.28,-0.31
4.61,-1.07,-8.85,0.35,0.07,-0.39
3.87,-1.36,-8.32,0.28,0.21,-0.42
4.5,-1.57,-8.59,0.3,0.33,-0.24
4.74,-3.57,-8.38,-0.3,0.32,-0.24
5.25,-2.13,-7.63,-0.22,0.27,-0.15
5.25,-1.7,-7.58,-0.29,0.15,-0.08
3.84,-0.65,-8.22,-0.37,-0.03,-0.08
5.9,-0.71,-7.97,-0.49,0.34,-0.1
5.31,-0.72,-8.27,-0.33,0.16,-0.03
5.28,-0.57,-7.86,-0.13,0.28,0.1
5.44,-1.42,-8.14,-0.16,0.18,0.14
5.99,-0.31,-7.87,0.01,0.19,-0.06
4.94,-1.62,-7.88,0.06,-0.03,-0.09
6.17,-1.48,-7.67,0.01,0.24,-0.2
5.64,-1.06,-7.79,-0.03,0.28,-0.09
6.03,-1.33,-7.3,-0.14,0.04,-0.03
5.77,-1.19,-7.52,-0.24,0.56,-0.35
6.14,-1.33,-6.65,-0.29,-0.21,-0.19
5.73,-0.9,-7.86,-0.08,0.31,-0.33
6.21,-1.18,-6.51,-0.26,-0.24,-0.07
6.32,-0.01,-6.64,0.08,-0.5,0.12
6.44,-0.4,-8.24,-0.16,-0.52,0.06
4.69,-0.89,-8.79,-0.4,-0.44,-0.16
5.35,-1.05,-7.65,-0.36,-0.25,-0.11
5.23,-0.68,-8.89,-0.26,-0.21,-0.23
4.75,-0.27,-7.84,-0.09,-0.16,-0.13
5.1,0.26,-8.15,-0.23,-0.43,-0.21
4.28,0.67,-8.76,-0.1,-0.34,-0.26
4.58,-0.09,-8.08,-0.14,-0.36,-0.27
