Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.56,0.08,1.09,-0.12,0.01,-0.01
10.51,0.06,1.09,-0.12,0.01,-0.01
10.54,0.05,1.06,-0.12,0.0,-0.01
10.56,0.07,1.0,-0.13,0.01,-0.01
10.56,0.03,1.04,-0.13,0.02,-0.0
10.52,0.08,1.04,-0.13,0.01,-0.01
10.61,0.09,1.06,-0.12,0.01,-0.01
10.55,0.06,1.06,-0.12,0.0,-0.01
10.52,0.08,1.04,-0.11,0.0,-0.01
10.55,0.05,1.08,-0.12,0.0,-0.01
10.56,0.07,1.07,-0.11,0.0,-0.01
10.56,0.04,1.05,-0.12,-0.01,-0.01
10.58,0.04,1.06,-0.12,-0.02,-0.01
10.53,0.05,0.91,-0.12,-0.01,-0.01
10.56,0.09,0.68,-0.12,-0.09,-0.02
10.53,0.08,1.4,-0.14,-0.07,-0.0
10.57,0.12,1.07,-0.13,-0.01,-0.01
10.53,0.06,1.11,-0.12,0.02,-0.01
10.58,0.02,0.83,-0.12,0.0,-0.01
10.58,0.07,0.96,-0.11,-0.02,-0.01
10.61,0.05,0.99,-0.11,-0.02,0.0
10.56,0.1,1.07,-0.11,-0.07,-0.0
10.54,-0.02,0.97,-0.12,-0.05,-0.0
10.49,0.05,0.96,-0.13,-0.02,-0.01
10.52,0.03,0.94,-0.13,0.01,0.0
10.6,0.07,0.94,-0.13,-0.0,-0.0
10.61,0.03,0.95,-0.12,-0.03,-0.01
10.52,0.01,0.93,-0.14,-0.05,0.0
10.52,0.05,0.82,-0.13,-0.01,-0.01
10.51,0.03,0.89,-0.12,0.01,-0.01
10.56,0.07,0.86,-0.13,0.04,-0.0
10.56,0.06,0.7,-0.13,0.02,0.0
10.55,-0.08,0.63,-0.14,0.02,-0.01
10.81,-0.04,0.33,-0.1,0.15,-0.05
10.38,0.57,-0.08,0.08,0.07,-0.01
10.13,-0.05,0.72,0.21,0.07,-0.04
10.27,0.02,0.18,0.09,0.23,-0.09
10.69,-0.02,0.32,0.07,0.03,-0.11
10.15,0.52,0.36,0.17,0.15,-0.08
10.3,0.47,0.06,0.32,0.15,-0.05
10.07,0.59,-0.12,0.53,0.11,-0.12
9.82,0.62,-0.26,0.66,0.1,-0.18
9.41,0.67,0.46,0.87,0.06,-0.18
8.87,0.94,0.86,1.01,0.12,-0.11
7.13,0.35,1.25,1.08,0.39,-0.16
7.27,0.28,0.55,1.12,0.4,-0.14
7.99,0.17,0.74,1.19,0.63,-0.21
9.92,0.96,0.74,1.15,0.85,-0.23
7.39,0.34,1.96,0.99,0.91,-0.28
6.21,0.6,3.15,1.76,-0.88,0.29
8.2,-2.19,8.93,1.13,0.78,-0.99
8.19,0.82,7.2,0.37,2.09,-1.26
9.25,3.88,7.72,0.79,2.1,-1.64
28.53,-1.7,2.62,-1.63,3.11,0.65
16.12,5.82,-2.74,1.19,2.39,-3.29
7.85,3.88,-0.56,-0.58,4.37,-0.86
12.52,-2.59,1.33,-0.21,3.76,-1.95
7.58,7.18,6.31,-0.34,2.95,-0.71
-2.84,1.23,6.69,2.07,2.48,-1.69
-1.13,6.38,9.8,2.53,1.84,1.02
2.64,10.26,8.41,3.51,0.37,1.38
0.23,16.02,7.8,4.37,-1.71,1.55
-5.62,5.81,2.91,4.37,-1.71,0.82
5.47,51.06,4.14,3.67,-1.02,-4.37
-3.41,-9.34,-0.48,0.92,-1.78,-0.02
-13.1,14.84,-2.48,1.04,-0.92,0.74
2.28,2.73,-6.11,3.03,-0.07,-1.02
-5.83,12.29,-7.79,2.26,-0.98,-0.17
0.63,2.19,-2.52,1.57,0.35,0.44
-3.18,5.75,-8.33,2.18,-0.09,-0.17
-0.79,4.52,-7.47,1.41,-0.05,-0.0
-1.76,4.28,-8.26,0.93,-0.07,0.01
-0.34,2.91,-8.93,0.26,0.58,0.16
1.02,4.72,-6.9,0.41,0.06,0.06
0.29,4.62,-8.45,-0.11,0.14,0.12
