Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.47,0.1,-0.22,-0.12,0.02,0.0
10.5,-0.03,-0.15,-0.12,0.02,0.01
10.48,0.04,-0.21,-0.1,0.04,-0.0
10.49,-0.03,-0.23,-0.09,0.06,-0.01
10.46,-0.06,-0.2,-0.08,0.08,-0.02
10.54,-0.03,-0.12,-0.1,0.07,-0.01
10.5,-0.1,-0.03,-0.11,0.05,-0.02
10.49,-0.0,-0.08,-0.13,0.05,-0.02
10.49,0.02,-0.07,-0.13,0.07,-0.03
10.6,0.12,0.06,-0.12,0.06,-0.03
10.72,0.04,0.04,-0.14,0.03,-0.03
10.45,0.02,-0.2,-0.15,-0.08,-0.02
10.13,0.14,-0.47,-0.31,-0.07,0.06
10.57,0.73,-0.03,-0.5,0.13,0.05
9.88,-0.42,-0.52,-0.57,-0.1,0.17
9.46,1.02,-1.42,-0.4,0.06,0.16
9.77,1.0,-1.09,-0.11,0.17,0.33
10.82,0.13,-1.22,0.04,0.12,0.29
10.19,-0.57,-1.26,0.07,-0.15,0.06
8.85,0.63,-0.81,0.28,-0.05,-0.1
9.56,1.47,-2.15,0.73,0.08,-0.07
9.17,0.25,-0.68,0.84,-0.27,-0.15
7.62,0.3,-3.04,1.01,-0.14,-0.23
7.85,-1.72,-0.66,0.53,0.04,-0.46
7.56,0.56,-1.55,0.29,-0.07,-0.25
9.57,1.19,-2.1,0.51,0.6,-0.11
9.9,1.44,-0.85,0.85,0.23,0.04
8.68,-1.05,0.55,0.99,0.91,-0.21
10.15,-0.7,-0.72,1.47,0.57,-0.16
7.0,1.4,1.18,2.11,1.05,-0.35
4.34,0.05,2.67,2.62,1.49,-0.65
6.38,-0.53,4.38,2.53,3.3,-1.1
9.62,-3.96,30.87,-0.66,3.77,-2.02
30.16,19.29,14.55,-1.34,2.54,-2.02
4.94,2.24,0.17,0.39,2.66,-2.25
8.16,0.9,0.64,0.82,4.37,-2.16
3.59,1.02,2.09,0.7,3.33,-2.07
2.4,2.11,10.38,0.78,4.37,-1.22
-3.33,5.5,8.47,1.87,0.97,-0.52
-7.81,6.75,11.89,2.86,0.61,0.23
5.49,4.66,10.07,0.47,0.29,0.51
-4.38,8.73,1.98,0.32,0.17,0.46
-1.95,11.37,5.45,1.09,0.25,0.19
-3.18,10.41,4.31,2.26,-0.03,0.19
-13.97,20.28,8.86,2.14,-0.94,-1.35
1.16,11.14,10.92,1.12,2.66,1.12
-3.17,7.63,0.01,0.38,-0.74,2.66
-3.45,6.01,3.65,1.54,-0.19,0.3
-1.81,9.84,3.15,0.97,0.22,0.29
1.25,6.74,1.41,0.03,-0.06,0.85
2.11,9.07,-0.79,0.49,-0.5,-0.06
1.33,8.79,2.13,0.18,0.01,-0.06
2.47,9.75,1.29,-0.06,0.03,-0.13
1.64,9.99,0.9,-0.14,-0.06,-0.16
1.33,8.15,0.45,-0.13,-0.11,-0.1
0.99,10.32,1.41,-0.32,-0.03,-0.19
-0.26,9.41,2.7,-0.43,-0.21,0.09
0.38,10.3,2.57,-0.33,0.35,0.15
2.91,9.22,3.52,-0.06,0.16,-0.01
2.77,10.08,3.2,0.28,-0.05,-0.48
1.51,7.72,0.86,-0.58,-1.27,-0.08
-0.96,10.17,0.78,-0.65,-0.69,-0.05
-0.74,11.01,2.84,-0.23,0.05,0.07
1.99,9.36,3.24,-0.06,0.46,0.0
1.07,8.86,1.83,-0.11,-0.1,-0.08
0.46,9.52,2.0,0.05,0.13,-0.15
0.53,10.26,2.87,-0.08,0.17,0.1
0.27,9.44,2.31,0.15,0.36,0.09
1.23,9.68,1.67,-0.01,0.52,0.13
2.12,9.07,2.36,-0.05,0.08,0.04
0.51,9.97,2.16,0.01,-0.0,0.01
1.01,9.55,1.75,0.11,0.3,-0.03
1.18,9.61,1.62,0.14,0.2,0.0
1.05,9.41,1.58,0.13,0.3,-0.05
1.01,9.64,1.35,0.0,0.25,-0.07
1.31,9.26,1.36,0.01,0.2,-0.07
0.74,9.74,1.39,0.02,0.17,-0.07
0.96,9.29,1.19,-0.11,0.08,0.02
1.04,9.83,1.44,-0.08,-0.06,0.08
0.7,9.69,1.41,-0.11,-0.02,0.11
1.23,9.61,1.48,-0.11,-0.07,0.13
0.79,9.92,1.54,-0.0,-0.02,0.17
0.7,10.03,1.63,-0.08,0.02,0.23
0.57,10.23,1.6,0.08,0.34,0.32
1.46,9.55,0.97,0.05,0.38,0.37
1.29,9.61,1.02,0.06,0.28,0.43
1.26,9.72,1.38,0.07,0.48,0.48
2.72,9.77,1.81,-0.2,0.46,0.52
1.56,9.55,0.25,-0.34,0.65,0.74
3.39,9.33,0.84,-0.46,0.63,0.81
3.23,8.23,1.04,-0.19,0.46,0.68
3.34,8.99,1.81,-0.1,0.46,0.52
3.86,10.05,1.78,-0.28,0.51,0.77
