Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.42,-1.26,-0.29,-0.12,0.0,-0.02
10.39,-1.29,-0.39,-0.13,-0.0,-0.01
10.35,-1.31,-0.41,-0.12,-0.0,-0.01
10.4,-1.3,-0.41,-0.13,0.0,-0.01
10.39,-1.28,-0.37,-0.12,0.0,-0.01
10.43,-1.31,-0.38,-0.12,0.01,-0.02
10.4,-1.34,-0.36,-0.13,-0.0,-0.0
10.42,-1.29,-0.35,-0.13,0.0,-0.01
10.39,-1.25,-0.39,-0.12,-0.0,-0.01
10.39,-1.26,-0.38,-0.12,0.0,-0.01
10.42,-1.26,-0.33,-0.12,-0.01,-0.01
10.42,-1.27,-0.43,-0.12,-0.02,-0.01
10.32,-1.27,-0.34,-0.12,0.01,-0.01
10.47,-1.29,-0.34,-0.13,-0.01,-0.01
10.37,-1.29,-0.38,-0.12,-0.0,-0.01
10.42,-1.25,-0.33,-0.11,-0.0,-0.01
10.44,-1.3,-0.34,-0.11,-0.0,-0.01
10.4,-1.27,-0.31,-0.12,0.0,-0.01
10.44,-1.29,-0.37,-0.12,0.0,-0.01
10.41,-1.28,-0.36,-0.11,-0.01,-0.01
10.44,-1.28,-0.38,-0.11,0.0,-0.01
10.41,-1.29,-0.33,-0.11,-0.0,-0.01
10.4,-1.32,-0.32,-0.12,-0.0,-0.01
10.41,-1.3,-0.35,-0.12,-0.01,-0.01
10.42,-1.29,-0.35,-0.12,-0.01,-0.01
10.41,-1.3,-0.33,-0.12,-0.02,-0.01
10.43,-1.29,-0.34,-0.12,-0.01,-0.01
10.38,-1.28,-0.37,-0.12,-0.02,-0.01
10.42,-1.28,-0.37,-0.12,-0.02,-0.02
10.37,-1.3,-0.44,-0.12,-0.0,-0.01
10.4,-1.33,-0.37,-0.13,-0.02,-0.01
10.31,-1.37,-0.4,-0.13,0.0,-0.02
10.55,-1.53,-0.24,-0.15,0.17,-0.03
10.35,-1.53,-0.43,-0.21,0.1,0.07
9.71,-1.52,-0.84,-0.25,0.12,0.13
10.36,-1.63,-0.75,0.02,0.16,-0.08
10.2,-1.67,-0.16,0.08,0.28,-0.17
10.78,-2.48,-0.5,-0.2,0.36,0.05
9.92,-1.6,-0.69,-0.16,0.33,-0.21
9.18,-1.74,0.0,-0.45,0.13,-0.02
10.63,-2.26,-0.22,-0.57,0.25,-0.08
10.32,-1.16,-0.09,-0.56,0.07,-0.14
9.27,-0.09,0.22,-0.06,0.14,-0.17
11.05,-1.95,-0.63,-0.22,0.91,0.05
10.94,1.96,-1.26,-0.07,0.07,-0.67
9.81,1.21,-0.24,0.35,0.25,-0.3
9.94,0.67,-0.47,0.58,0.26,-0.35
