Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.47,-1.7,2.08,-0.26,0.02,-0.02
10.24,-1.6,2.04,-0.24,0.04,-0.09
10.28,-1.65,1.86,-0.18,0.12,-0.09
10.51,-1.56,1.98,-0.17,0.04,-0.04
10.43,-1.55,2.17,-0.06,0.03,-0.01
10.43,-1.4,2.01,-0.02,0.01,0.03
10.44,-1.66,1.91,-0.07,0.01,0.08
10.43,-1.27,1.82,-0.12,-0.05,0.05
10.26,-1.41,1.86,-0.1,0.08,0.0
10.52,-1.39,1.92,-0.14,0.08,-0.01
10.86,-1.29,1.94,-0.21,-0.06,0.01
10.27,-1.29,2.05,-0.27,-0.15,0.17
10.09,-1.96,2.05,-0.16,-0.12,-0.05
10.39,-0.99,1.76,-0.09,-0.03,-0.04
10.2,-1.76,1.63,-0.05,-0.1,-0.02
10.28,-1.58,1.93,-0.03,0.08,-0.03
10.56,-1.55,1.72,-0.06,0.04,-0.01
10.49,-1.4,1.87,-0.01,0.02,-0.0
10.45,-1.53,1.88,0.02,-0.04,-0.02
10.31,-1.64,1.8,0.02,-0.02,-0.01
10.41,-1.78,1.94,-0.04,-0.01,-0.02
10.4,-1.77,1.87,-0.1,-0.0,-0.02
10.47,-1.7,1.9,-0.16,-0.0,-0.02
10.43,-1.52,1.91,-0.16,-0.04,-0.01
10.37,-1.62,1.93,-0.17,-0.05,0.01
10.5,-1.56,1.97,-0.25,0.03,0.03
10.32,-1.47,1.8,-0.23,-0.01,-0.0
10.47,-1.58,1.8,-0.22,-0.02,-0.02
10.37,-1.38,1.8,-0.22,-0.01,-0.02
10.44,-1.49,1.76,-0.18,-0.0,-0.02
10.42,-1.43,1.75,-0.13,-0.02,-0.02
10.59,-1.53,1.77,-0.09,-0.01,-0.03
10.5,-1.61,1.69,-0.09,-0.02,-0.03
10.14,-1.74,1.58,-0.11,-0.01,-0.03
10.26,-1.78,1.82,-0.16,0.07,-0.02
10.29,-1.88,1.98,-0.21,0.09,-0.0
10.44,-2.01,1.91,-0.22,0.13,-0.01
10.16,-2.22,1.91,-0.27,0.19,0.02
10.11,-2.6,1.93,-0.33,0.28,0.01
10.23,-2.2,1.85,-0.36,0.36,-0.03
10.14,-2.46,2.0,-0.35,0.29,-0.02
10.14,-2.03,1.92,-0.28,0.35,-0.04
10.32,-2.58,1.91,-0.26,0.28,-0.0
10.4,-2.55,1.85,-0.33,0.15,-0.02
10.18,-1.6,2.29,-0.37,0.1,-0.1
9.99,0.34,2.13,0.11,0.29,-0.19
11.21,0.52,2.28,0.46,0.28,-0.18
11.02,-0.98,2.09,0.46,0.18,-0.42
9.51,-0.45,1.7,0.46,0.21,-0.45
10.56,-0.08,1.34,0.54,0.18,-0.33
10.05,-0.02,1.58,0.59,0.1,-0.23
10.79,-1.59,1.72,0.22,0.17,-0.08
12.74,-0.91,1.06,-0.22,-0.18,0.2
11.77,-0.56,1.3,-0.49,-0.37,0.25
12.67,-0.93,0.72,-0.4,-0.07,0.17
9.0,1.57,6.05,-0.32,0.01,0.13
10.15,-3.11,4.23,-0.25,0.07,0.24
10.77,-0.82,3.03,-0.39,-0.08,0.3
7.88,-0.74,2.7,-0.28,-0.0,0.31
8.0,-2.06,2.98,-0.21,0.31,0.33
10.29,-1.52,2.27,-0.12,-0.05,0.05
