Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.27,-2.01,1.84,-0.12,-0.0,-0.02
10.35,-2.05,1.73,-0.12,0.01,-0.02
10.29,-2.0,1.71,-0.12,0.04,-0.01
10.35,-2.06,1.81,-0.1,0.04,-0.02
10.33,-2.02,1.83,-0.1,0.04,-0.02
10.36,-2.02,1.88,-0.09,0.03,-0.02
10.37,-2.07,1.93,-0.08,0.02,-0.02
10.24,-2.06,1.9,-0.1,0.02,-0.02
10.33,-1.97,1.95,-0.1,0.03,-0.02
10.35,-2.02,2.01,-0.09,0.03,-0.02
10.33,-1.99,1.97,-0.1,0.02,-0.02
10.28,-1.96,2.04,-0.11,0.02,-0.02
10.35,-1.95,1.94,-0.09,0.03,-0.02
10.31,-1.99,2.1,-0.11,0.01,-0.02
10.35,-1.96,2.03,-0.1,0.03,-0.02
10.31,-1.98,2.02,-0.11,0.01,-0.02
10.3,-1.97,2.05,-0.11,0.01,-0.02
10.31,-1.98,2.02,-0.11,0.02,-0.02
10.3,-1.94,2.06,-0.1,0.02,-0.02
10.35,-1.94,2.07,-0.09,0.02,-0.02
10.33,-1.98,2.07,-0.09,0.02,-0.02
10.26,-2.03,2.12,-0.12,0.01,-0.02
10.38,-2.14,2.23,-0.1,0.07,-0.02
10.17,-1.99,1.87,-0.15,0.06,-0.02
10.48,-2.08,2.31,-0.21,0.2,0.13
9.96,-2.31,2.47,0.0,0.37,0.07
10.71,-2.71,1.83,-0.02,0.15,0.05
9.59,-3.18,2.0,-0.3,0.02,0.04
10.29,-2.77,1.21,-0.41,0.23,0.03
9.7,-2.37,1.19,-0.39,0.25,0.03
9.91,-3.02,1.38,-0.4,0.32,-0.0
9.8,-3.24,1.58,-0.55,0.32,-0.05
10.02,-3.09,1.26,-0.72,0.39,-0.13
10.7,-2.69,3.61,-0.7,0.3,-0.23
11.78,-3.36,0.21,-0.73,-0.04,0.31
9.75,-3.62,3.56,-0.35,0.11,-0.18
12.59,-2.15,2.85,-0.11,0.2,-0.22
8.46,-2.04,3.11,-0.35,0.14,-0.22
10.35,-1.43,0.98,-0.31,0.2,-0.26
8.95,-0.21,1.62,0.07,-0.16,-0.27
8.06,-1.08,2.15,0.32,-0.0,-0.16
10.77,-1.07,1.32,0.37,-0.06,0.06
10.79,-2.23,0.72,0.19,-0.19,0.19
12.17,-2.93,1.1,0.04,0.16,0.24
13.19,-3.86,0.05,-0.25,-0.41,0.14
14.93,-1.12,3.1,0.4,-0.18,-0.53
7.64,0.77,8.18,-0.2,-0.7,-0.15
11.57,-2.92,2.92,-0.2,0.43,-0.48
9.62,0.5,2.41,-0.39,-0.3,0.28
7.92,-1.83,1.67,0.13,0.0,0.61
6.74,-2.91,2.64,0.03,0.28,0.47
9.6,-3.2,2.15,-0.16,0.13,0.23
9.27,-2.16,1.22,-0.28,-0.02,-0.06
11.66,-4.83,1.41,-0.2,0.09,0.1
12.66,-4.17,1.71,-0.49,-0.63,0.06
14.12,-2.44,2.91,-0.31,0.15,0.23
7.91,-1.17,5.57,-0.36,-0.43,0.36
10.47,-0.37,3.26,0.89,0.82,0.26
10.88,-4.65,3.12,0.39,0.04,-0.18
6.54,-1.9,1.02,0.29,0.04,-0.56
6.82,-0.19,1.53,0.42,0.41,-0.44
7.27,-1.69,1.92,0.46,0.34,-0.22
9.69,-1.6,1.5,0.4,0.42,-0.21
11.92,-2.36,2.33,0.09,-0.21,-0.11
10.97,-3.88,0.15,-0.17,0.31,-0.11
14.48,-1.74,2.59,0.14,1.15,-0.35
11.41,0.46,10.01,0.33,0.93,-0.45
12.22,2.73,7.13,1.16,1.69,-1.08
17.64,2.39,3.0,2.18,1.67,-0.02
2.35,-5.13,-0.07,1.37,0.28,0.7
-2.06,-3.6,2.77,-1.11,0.02,0.95
1.66,-1.64,-0.58,-0.66,-0.09,0.83
2.29,8.22,6.13,1.38,1.34,0.53
3.78,-7.18,10.86,1.14,-2.07,0.99
11.71,9.75,10.03,-1.41,0.08,2.91
4.58,0.47,4.8,-0.56,-1.12,-0.74
10.64,2.19,6.08,-0.31,3.09,0.68
9.23,-1.98,10.77,0.79,0.34,-1.45
13.22,-6.11,9.69,0.56,1.01,-0.42
9.46,-1.0,12.92,2.51,0.46,-1.64
3.11,4.17,15.88,1.59,-0.58,-0.1
6.52,6.84,8.87,1.04,-0.27,0.57
6.14,8.42,6.21,0.78,-1.44,1.0
2.52,3.33,5.98,0.55,-1.54,0.82
7.55,4.16,7.74,1.05,-1.24,0.16
6.0,3.22,6.74,0.84,-0.84,-0.28
5.56,4.61,7.18,1.19,-0.35,-1.06
7.93,3.78,7.21,0.78,-0.38,-0.69
9.29,6.09,8.13,0.92,-0.03,-0.39
6.98,6.95,8.35,0.04,0.7,0.07
9.09,6.7,6.52,1.01,-0.38,0.18
7.52,4.65,3.74,1.35,-0.67,0.08
18.51,9.73,8.71,1.77,-1.5,-0.34
6.69,2.63,-0.76,0.87,0.06,0.15
10.26,3.21,-0.53,0.55,-1.24,0.31
8.16,2.76,0.17,0.4,-0.64,-0.22
8.38,5.05,1.01,0.03,-0.58,-0.37
8.59,5.85,1.68,0.06,0.15,-0.49
8.87,4.74,1.56,0.03,-0.12,-0.56
9.28,5.64,2.1,0.12,-0.11,-0.72
8.66,4.93,1.6,0.16,-0.09,-0.71
8.51,5.57,1.85,0.02,-0.27,-0.5
7.47,6.84,1.21,-0.31,-0.12,-0.14
7.24,7.61,1.48,-0.16,-0.08,-0.24
8.03,6.72,0.77,0.1,-0.08,-0.19
8.23,6.33,1.07,0.09,-0.26,-0.1
7.13,6.86,0.88,0.08,-0.17,-0.08
8.57,6.28,0.93,0.11,-0.19,-0.03
7.9,6.5,0.97,0.05,-0.14,0.0
8.03,5.93,0.43,0.03,-0.2,-0.04
7.89,6.49,0.1,-0.02,-0.16,-0.01
7.75,6.24,0.26,-0.16,-0.11,0.03
8.05,6.56,0.14,-0.16,-0.03,0.06
7.84,6.29,0.45,-0.16,0.09,0.02
8.13,6.39,0.42,-0.13,0.03,0.04
8.09,6.17,0.38,-0.12,0.07,0.0
7.93,6.5,0.56,-0.12,0.05,0.05
8.13,6.2,0.58,-0.1,0.09,0.03
7.98,6.3,0.46,-0.09,0.1,0.06
7.87,6.4,0.41,-0.07,0.04,0.01
8.03,5.83,0.25,-0.04,0.07,-0.01
7.99,6.36,1.01,-0.13,-0.05,-0.03
8.3,6.55,0.67,-0.07,0.03,0.01
8.27,5.87,0.59,-0.02,-0.06,0.03
8.74,5.62,0.83,-0.13,-0.0,-0.04
8.33,5.78,0.48,-0.06,-0.0,-0.09
8.23,5.84,0.34,-0.12,0.02,-0.06
8.35,6.11,0.57,-0.18,0.06,-0.05
8.32,6.17,0.91,-0.16,0.08,-0.04
8.34,5.82,0.93,-0.16,0.05,-0.06
8.43,6.27,1.02,-0.13,0.02,0.01
8.32,5.99,1.07,-0.11,-0.0,-0.02
8.41,5.95,1.05,-0.06,-0.09,-0.03
8.33,5.75,0.67,-0.08,-0.05,-0.03
8.32,5.86,0.38,-0.15,-0.09,-0.01
8.44,6.05,0.68,-0.13,-0.09,-0.03
9.11,5.17,0.36,-0.19,-0.14,-0.0
7.13,6.72,1.6,-0.33,-0.62,0.24
8.6,5.92,0.5,-0.04,0.09,-0.04
8.28,5.53,0.14,-0.05,0.08,-0.04
8.66,6.35,0.54,-0.18,-0.4,0.07
8.21,5.97,0.58,-0.14,0.15,-0.0
8.37,5.57,0.39,-0.2,0.14,0.0
8.32,5.91,0.71,-0.13,0.23,-0.11
8.44,6.51,0.4,-0.01,0.26,-0.08
8.43,5.7,0.79,-0.05,0.11,-0.13
8.12,6.19,0.36,-0.05,0.07,-0.1
9.54,5.39,0.11,-0.09,-0.28,-0.06
7.25,6.67,1.43,-0.16,-0.48,0.09
