Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.15,-2.88,1.4,-0.09,0.01,-0.02
10.15,-2.87,1.43,-0.09,0.01,-0.02
10.2,-2.89,1.41,-0.09,0.0,-0.02
10.15,-2.94,1.42,-0.11,-0.02,-0.01
10.14,-2.88,1.4,-0.13,-0.0,-0.01
10.13,-2.86,1.37,-0.13,0.01,-0.01
10.15,-2.92,1.44,-0.14,0.01,-0.02
10.14,-2.81,1.44,-0.15,0.02,-0.01
10.19,-2.92,1.36,-0.15,0.0,-0.01
10.11,-2.83,1.48,-0.14,0.03,-0.01
10.22,-2.94,1.39,-0.14,0.01,-0.01
10.14,-2.87,1.47,-0.14,0.0,-0.0
10.18,-2.92,1.46,-0.13,0.0,-0.0
10.13,-2.91,1.47,-0.13,-0.0,-0.01
10.14,-2.95,1.44,-0.14,0.0,-0.01
10.14,-2.89,1.5,-0.13,0.01,-0.01
10.13,-2.94,1.47,-0.13,-0.0,-0.01
10.15,-2.88,1.48,-0.13,0.01,-0.01
10.13,-2.94,1.46,-0.12,-0.0,-0.01
10.14,-2.91,1.49,-0.13,0.0,-0.01
10.12,-2.9,1.45,-0.12,-0.0,-0.01
10.18,-2.94,1.45,-0.12,-0.02,-0.01
10.12,-2.85,1.46,-0.1,0.03,-0.02
10.08,-2.94,1.51,-0.08,0.02,-0.02
10.3,-3.0,1.67,-0.09,0.08,-0.05
10.21,-3.21,1.42,-0.25,0.08,-0.04
10.09,-2.92,1.02,-0.38,0.05,0.0
9.99,-3.74,0.86,-0.5,0.14,0.06
9.98,-3.05,0.39,-0.48,0.12,0.07
10.24,-3.38,0.08,-0.33,0.1,0.16
9.59,-3.89,0.51,-0.37,0.14,0.16
9.64,-3.66,0.13,-0.48,0.2,0.09
9.33,-3.27,0.43,-0.57,0.2,0.07
9.62,-3.75,0.29,-0.5,0.37,-0.07
9.65,-3.31,0.24,-0.39,0.28,-0.13
11.88,-5.09,2.39,-0.29,0.53,-0.13
11.92,-4.67,0.19,-0.63,-0.19,-0.02
8.63,-3.04,2.84,-0.18,0.18,-0.34
10.34,-1.75,1.68,0.23,0.47,-0.18
10.35,-2.16,1.44,0.15,-0.2,-0.13
9.79,-3.79,0.66,0.1,-0.12,-0.34
8.73,-1.4,0.86,0.05,-0.27,-0.4
8.37,-3.23,1.23,-0.16,0.07,-0.22
10.23,-1.92,0.26,-0.34,0.21,-0.03
11.08,-2.27,-0.64,-0.35,-0.08,0.34
11.44,-3.98,0.96,-0.3,0.14,0.35
13.4,-5.04,-2.72,-0.35,-0.48,-0.05
12.93,-2.56,-1.25,-0.26,-0.49,-0.46
8.64,0.39,6.45,-0.23,0.07,-0.36
10.04,-4.83,3.14,-0.46,0.34,-0.51
11.03,0.69,1.45,-0.41,-0.16,0.14
8.93,-3.3,0.94,-0.09,-0.08,0.49
6.4,-3.49,1.61,-0.35,0.1,0.56
8.81,-2.53,0.4,-0.3,0.36,0.21
8.9,-3.42,0.08,-0.26,0.06,-0.06
11.63,-5.48,-0.53,-0.14,0.21,-0.11
11.51,-4.97,0.47,-0.55,-0.1,0.41
14.71,-6.59,2.67,-0.78,0.37,0.45
9.44,-0.23,2.46,-0.78,-1.08,0.43
6.98,-2.23,4.38,0.77,1.08,0.07
13.46,-4.2,1.53,0.18,0.18,-0.17
5.94,-2.28,1.19,0.23,-0.28,-0.6
6.66,-1.51,0.83,0.45,0.78,-0.64
8.69,-0.66,1.41,0.5,0.58,-0.57
8.93,-4.53,-0.4,0.07,0.18,-0.57
6.73,-1.21,1.74,-0.35,-0.14,-0.06
11.16,-1.85,0.64,0.23,1.78,-0.14
13.25,-1.33,6.34,0.52,1.01,0.05
8.87,-6.83,4.1,-0.37,1.0,-0.39
13.49,-0.85,6.27,-0.38,1.78,0.73
19.71,2.23,5.11,2.13,2.48,0.71
8.09,-11.84,4.39,0.2,-1.91,0.83
-4.59,3.05,0.11,-0.23,-1.26,1.33
8.17,1.11,3.43,2.32,2.67,-0.51
-3.01,-8.69,-4.75,0.87,-2.63,0.19
8.04,-7.97,18.24,-1.23,2.93,1.98
7.35,1.09,4.31,-1.66,-0.13,-0.05
4.86,-1.23,6.85,-0.26,2.62,0.4
13.98,-0.08,6.45,0.91,0.98,-0.82
11.48,-4.21,6.19,0.6,0.65,-0.59
5.51,-4.23,10.67,0.76,-1.5,-0.7
8.87,-1.58,10.89,1.83,-0.48,0.49
4.54,3.57,12.71,1.43,-2.11,1.1
11.78,2.06,10.24,1.89,0.38,0.3
5.34,4.69,5.55,1.67,-2.34,0.3
2.47,2.21,5.04,2.09,-1.73,0.08
5.44,0.3,5.9,2.16,-1.88,-0.45
11.5,2.98,12.25,1.63,-1.12,-0.76
14.63,5.11,10.45,2.47,-1.39,-1.86
20.35,7.41,8.66,2.69,-0.75,-2.48
3.62,-3.26,-0.88,1.83,0.52,-4.05
10.86,7.47,3.18,1.22,-0.74,-2.77
4.85,10.04,-2.79,1.82,-1.22,-2.72
3.4,8.19,3.44,1.32,-1.03,-1.16
-1.03,9.23,-5.5,2.12,-1.04,-1.66
2.17,8.54,-4.47,2.0,-1.97,-1.12
-2.02,10.48,-4.59,1.64,-0.66,-0.92
1.99,5.71,-5.19,1.09,-1.07,-0.42
0.97,5.38,-4.43,0.63,-0.28,-0.16
-0.78,7.45,-8.57,0.19,-0.23,0.34
4.21,7.16,-4.56,-0.07,0.15,0.12
-0.08,7.52,-6.0,-0.28,0.3,0.28
4.19,6.44,-4.4,-0.43,0.37,0.21
1.44,7.46,-5.65,-0.64,0.29,0.34
3.76,7.88,-4.54,-0.57,0.38,0.27
2.7,7.63,-4.3,-0.56,0.44,0.17
4.19,8.44,-3.66,-0.42,0.22,0.11
3.42,7.68,-4.46,-0.38,0.4,0.1
4.05,8.26,-3.63,-0.3,0.14,0.07
3.53,7.94,-3.52,-0.36,0.28,-0.02
3.81,8.12,-3.73,-0.27,0.15,0.0
4.12,7.97,-3.31,-0.27,0.12,0.01
3.41,7.98,-4.22,-0.31,-0.0,0.01
4.21,8.43,-2.81,-0.17,0.0,-0.06
3.21,8.16,-3.6,-0.2,0.05,-0.02
3.93,8.15,-3.47,-0.04,0.04,-0.05
3.87,8.19,-3.11,-0.12,-0.0,-0.07
3.56,8.22,-3.56,-0.09,-0.05,-0.03
3.84,8.04,-3.3,-0.07,-0.02,-0.06
3.53,8.09,-3.7,-0.12,-0.07,-0.02
3.7,8.18,-3.35,-0.08,-0.06,-0.02
3.54,7.77,-3.56,-0.16,0.03,0.0
3.32,8.45,-3.52,-0.13,0.04,-0.1
3.94,7.47,-4.08,-0.44,0.19,-0.19
2.21,7.97,-3.92,-0.7,0.15,0.25
2.45,8.69,-2.93,-0.95,0.23,0.64
3.35,9.31,-3.02,-0.92,0.48,0.98
