Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.92,-2.02,2.38,0.2,0.4,-0.35
11.17,-2.0,2.17,-0.13,0.2,-0.39
10.51,-0.28,1.6,0.1,0.14,-0.37
10.06,-1.72,1.49,0.23,0.04,-0.11
10.61,-2.19,1.22,0.03,-0.12,0.22
10.45,-1.81,2.75,-0.16,-0.4,0.67
11.43,-3.01,3.42,-0.09,-0.64,-0.03
6.16,0.24,3.81,-0.33,-0.49,-0.44
12.95,-2.26,3.29,-0.01,0.08,-0.36
10.87,-3.05,2.97,-0.09,-0.73,0.01
10.28,-2.92,2.63,0.08,-0.21,0.27
9.31,-3.15,2.23,-0.05,-0.14,0.38
8.73,-2.32,1.39,0.03,0.13,0.02
10.27,-2.6,1.63,0.02,-0.04,-0.2
10.61,-3.37,4.71,-0.29,-0.05,-0.27
11.29,-2.07,1.6,-0.52,0.11,0.12
9.18,-2.16,2.05,-0.29,0.06,0.15
10.7,-3.06,2.21,-0.1,0.03,0.02
9.76,-2.58,2.18,-0.2,-0.06,-0.04
10.56,-2.63,2.45,-0.24,0.04,-0.01
10.04,-2.28,2.18,-0.28,0.04,0.01
10.01,-2.21,2.19,-0.24,0.16,0.01
10.36,-2.34,2.41,-0.23,0.15,0.01
10.26,-2.04,2.24,-0.18,0.15,0.04
10.29,-2.03,2.19,-0.07,0.06,0.04
10.24,-2.12,2.34,0.04,0.0,0.01
9.95,-2.44,2.31,0.06,-0.02,-0.04
10.29,-3.23,2.52,-0.02,-0.06,-0.07
9.86,-3.21,2.36,-0.21,-0.01,-0.06
10.32,-2.47,1.81,-0.25,0.09,-0.01
9.91,-2.18,2.44,-0.12,0.07,-0.04
11.17,-2.26,1.57,0.21,0.03,-0.22
10.37,-1.53,1.59,0.34,-0.25,-0.1
9.68,-3.21,1.36,0.24,-0.11,-0.04
10.36,-2.07,1.27,0.22,-0.19,-0.12
9.72,-3.2,1.59,0.09,0.11,-0.01
10.46,-2.62,1.65,-0.01,0.2,-0.03
9.63,-2.62,1.69,-0.02,0.27,0.08
10.1,-3.34,1.75,-0.11,0.35,0.02
10.09,-2.46,1.36,-0.25,0.38,-0.01
9.85,-2.88,1.35,-0.35,0.39,-0.03
10.66,-3.04,0.74,-0.35,0.19,-0.13
11.12,-3.8,3.02,-0.45,-0.01,0.14
11.57,-2.35,1.93,-0.43,0.05,0.17
10.49,-1.84,4.4,0.31,0.16,-0.18
10.43,-2.66,2.15,-0.0,0.37,-0.24
9.39,-1.82,2.39,-0.45,-0.08,-0.42
9.12,-0.26,2.41,-0.12,0.34,-0.44
10.96,-1.85,1.99,-0.06,0.18,-0.18
10.46,-1.84,1.24,-0.14,-0.02,-0.09
9.46,-1.87,0.83,-0.24,0.17,0.11
11.66,-3.22,1.4,-0.2,0.24,0.17
10.93,-1.67,1.4,-0.38,-0.76,0.11
10.99,-3.13,1.74,-0.43,-0.89,-0.34
10.47,-0.94,5.52,-0.61,0.4,-0.42
14.62,-2.06,3.04,-0.54,-0.46,0.17
8.14,-0.96,2.1,-0.39,-0.2,0.5
6.96,-3.27,1.71,-0.39,0.28,0.45
7.44,-1.75,1.78,-0.52,0.2,0.19
8.22,-2.8,1.63,-0.31,-0.04,0.08
10.78,-3.0,0.13,-0.07,-0.15,-0.29
11.52,-3.74,2.44,-0.21,-0.2,0.0
14.99,-4.54,-2.25,-0.1,0.09,0.3
13.59,-5.75,2.48,-0.18,-0.44,0.72
5.3,-0.14,8.87,0.16,0.1,0.07
13.36,-2.74,2.66,0.55,0.55,0.41
9.62,-4.55,2.48,0.19,-0.41,-0.35
6.39,-1.25,1.32,0.21,-0.02,-0.42
7.03,-0.82,1.75,0.27,0.24,-0.31
6.0,-1.63,1.63,0.2,0.53,-0.06
11.1,-1.31,1.82,0.33,0.44,0.06
10.86,-3.85,1.1,-0.69,-0.77,0.2
10.32,-2.7,-2.03,-0.2,0.61,-0.41
12.36,1.22,1.49,0.65,1.2,-0.55
12.55,-1.42,4.93,1.16,1.0,-0.5
3.61,0.4,7.94,0.56,0.32,-0.9
12.62,-0.07,6.18,1.48,2.48,-1.44
18.45,0.16,6.91,1.58,2.06,-0.34
14.61,-3.0,2.34,1.32,1.08,1.0
0.9,-0.76,0.57,-0.03,0.3,1.35
3.73,-7.08,4.15,-0.85,0.74,0.42
1.14,2.56,0.84,-0.97,-1.08,1.38
3.51,6.13,0.45,2.18,-1.0,0.74
-0.74,-20.92,20.54,-1.61,-0.26,1.86
17.76,5.93,11.14,0.19,0.79,-0.44
3.36,-5.97,1.99,-0.13,1.61,-0.37
14.13,2.22,8.37,1.27,2.01,-1.14
7.82,-3.58,4.95,1.73,0.68,-1.25
13.21,0.05,13.01,0.36,-1.85,-0.06
7.21,7.7,13.36,0.83,-0.7,0.71
6.73,3.36,9.93,0.49,-0.79,0.38
9.54,6.34,8.39,0.42,-1.25,0.53
2.03,6.13,6.2,0.49,-0.86,-0.23
7.95,3.54,7.61,0.48,-0.32,-0.86
5.54,5.44,13.2,0.02,0.44,-1.12
13.04,9.43,10.94,0.54,0.79,-0.79
6.0,9.82,12.91,-0.76,1.44,-0.53
11.61,5.03,7.17,-0.56,1.42,-0.11
5.63,3.68,6.67,0.05,1.0,-0.13
5.45,4.06,7.04,-0.09,0.04,-0.27
5.05,2.15,7.9,0.02,0.17,0.03
6.07,2.78,8.29,-0.16,-0.35,0.24
6.13,2.65,8.22,-0.13,-0.49,0.29
7.3,2.81,7.23,-0.29,-0.86,0.31
6.7,2.35,7.46,-0.12,-1.1,0.36
7.16,2.03,8.15,-0.03,-0.9,0.5
9.03,1.35,7.08,-0.1,-0.91,0.5
9.43,1.72,7.07,0.31,-0.93,0.06
10.9,3.1,3.63,0.05,0.27,-0.03
9.9,2.24,3.85,-0.08,0.41,0.13
10.12,2.52,3.64,-0.11,0.41,0.11
9.36,2.24,3.49,-0.15,0.41,0.06
9.23,2.17,3.85,-0.19,0.48,0.09
9.35,2.19,3.98,-0.22,0.46,0.07
9.53,2.44,4.5,-0.17,0.37,0.04
9.27,2.34,5.01,-0.18,0.27,0.03
9.3,2.15,5.34,-0.18,0.29,0.02
8.9,2.05,5.35,-0.18,0.22,-0.0
8.83,1.93,5.31,-0.19,0.29,0.04
8.87,2.15,6.1,-0.24,0.14,-0.06
8.94,2.18,6.3,-0.21,0.09,-0.05
9.23,2.28,6.18,-0.2,0.11,-0.11
8.77,2.36,6.14,-0.16,0.11,-0.04
8.8,2.22,6.06,-0.2,0.15,0.0
8.64,2.37,6.24,-0.18,0.07,0.03
8.24,2.21,6.34,-0.16,0.06,0.06
8.35,2.17,6.45,-0.14,0.04,0.04
8.35,2.08,6.59,-0.13,-0.01,-0.02
8.42,2.06,6.57,-0.16,0.02,-0.03
8.74,2.07,6.52,-0.17,-0.02,-0.09
8.84,2.11,6.49,-0.15,-0.06,-0.09
8.6,2.12,6.42,-0.13,-0.03,-0.06
9.24,2.01,6.17,-0.16,0.06,-0.03
10.65,2.34,6.74,-0.11,0.14,-0.08
10.01,2.26,7.38,-0.05,0.05,0.07
10.29,1.39,6.91,-0.05,0.09,0.09
