Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.88,-2.98,2.76,-0.12,-0.01,-0.03
10.09,-3.03,2.72,-0.1,-0.01,-0.04
9.99,-3.06,2.74,-0.11,-0.03,-0.02
9.95,-3.05,2.77,-0.1,-0.02,0.0
9.83,-3.03,2.78,-0.09,-0.02,0.0
9.99,-3.05,2.79,-0.09,-0.01,-0.01
9.9,-3.03,2.82,-0.11,-0.01,-0.0
9.9,-3.09,2.8,-0.11,-0.01,-0.01
9.94,-3.02,2.76,-0.12,0.0,-0.02
9.95,-3.02,2.82,-0.12,-0.0,-0.01
9.95,-3.06,2.75,-0.1,-0.01,-0.02
9.94,-3.06,2.82,-0.11,-0.0,-0.01
9.93,-3.07,2.82,-0.13,-0.0,-0.01
9.95,-3.03,2.83,-0.14,0.0,-0.01
9.91,-3.0,2.73,-0.16,-0.01,-0.01
9.91,-2.93,2.74,-0.15,0.01,-0.01
10.07,-3.0,2.73,-0.14,0.0,-0.03
9.95,-3.04,2.69,-0.15,-0.03,-0.03
9.86,-3.03,2.62,-0.15,-0.02,-0.03
9.75,-2.78,2.47,-0.06,-0.03,-0.08
10.64,-2.97,2.6,0.1,-0.13,-0.18
10.52,-2.94,2.32,-0.11,-0.31,-0.08
9.11,-3.04,1.68,-0.17,-0.1,0.02
10.16,-2.56,1.71,-0.04,0.07,-0.03
10.01,-2.39,1.97,0.12,0.04,-0.03
10.81,-3.0,2.14,0.17,0.05,0.16
9.32,-3.0,1.82,0.19,0.06,0.16
10.28,-3.12,2.03,0.17,0.11,0.21
9.71,-3.51,2.18,0.04,0.11,0.24
9.37,-3.36,1.83,-0.07,0.1,0.17
9.17,-3.87,1.39,-0.14,0.25,0.1
10.45,-3.85,1.88,0.08,0.41,0.01
10.04,-3.9,1.62,0.25,0.38,-0.03
11.36,-4.4,0.55,0.19,-0.1,0.02
9.86,-4.07,2.86,-0.09,-0.35,-0.26
11.62,-4.83,1.78,-0.24,0.09,-0.25
8.72,-3.08,5.83,0.06,0.1,-0.27
9.18,-2.24,3.43,0.24,0.27,-0.02
10.49,-3.87,3.1,-0.01,0.01,-0.27
8.25,-2.28,2.25,-0.22,-0.12,-0.42
7.86,-1.39,2.32,-0.19,0.18,-0.31
9.25,-3.03,2.33,-0.42,0.09,-0.11
9.3,-1.55,1.81,-0.53,0.02,0.14
12.32,-2.72,1.52,-0.33,0.04,0.39
12.26,-5.31,2.13,-0.47,-0.58,0.28
13.41,-4.24,6.06,-0.33,-0.24,-0.4
10.47,0.51,3.99,-0.29,-0.61,-0.15
8.25,-2.41,7.33,-0.79,0.83,-0.47
11.87,-2.39,3.58,-0.62,0.04,-0.05
8.3,0.28,1.36,-0.17,0.01,0.49
6.34,-4.75,1.64,-0.11,0.34,0.45
8.1,-3.26,2.09,-0.6,-0.0,0.11
7.21,-2.26,1.95,-0.31,-0.07,-0.02
10.04,-3.49,0.92,-0.02,0.12,-0.26
12.53,-4.64,5.26,-0.25,-0.41,-0.08
