Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.2,-1.96,2.63,-0.12,-0.02,-0.02
10.24,-1.99,2.67,-0.12,-0.02,-0.02
10.24,-2.01,2.65,-0.11,-0.02,-0.02
10.22,-2.03,2.59,-0.12,-0.01,-0.03
10.23,-1.97,2.54,-0.12,-0.01,-0.03
10.22,-2.0,2.54,-0.13,-0.01,-0.03
10.3,-1.98,2.58,-0.13,0.01,-0.04
10.22,-2.01,2.55,-0.13,-0.0,-0.03
10.23,-2.01,2.6,-0.14,0.02,-0.02
10.19,-1.94,2.71,-0.13,0.04,-0.04
10.21,-2.02,2.68,-0.17,0.05,-0.04
10.11,-2.14,2.74,-0.19,0.09,-0.04
10.22,-2.13,2.75,-0.21,0.1,-0.06
10.15,-2.05,2.66,-0.21,0.1,-0.06
10.21,-2.07,2.7,-0.22,0.09,-0.08
10.2,-2.02,2.67,-0.21,0.06,-0.09
10.24,-1.99,2.51,-0.18,0.03,-0.11
10.26,-2.11,2.51,-0.17,0.01,-0.11
10.2,-2.16,2.55,-0.22,0.01,-0.1
10.34,-2.03,2.36,-0.21,0.04,-0.08
10.72,-2.14,2.94,-0.16,-0.02,0.03
12.03,-2.27,2.42,-0.05,-0.0,0.37
11.32,-1.99,2.62,-0.01,-0.49,0.97
7.07,-1.6,2.54,0.2,-0.13,0.62
9.56,-2.55,2.33,0.27,0.05,0.26
9.09,-3.24,3.56,-0.09,-0.07,0.0
11.14,-2.66,3.83,-0.5,0.16,-0.02
10.09,-1.88,2.68,-0.49,-0.11,0.1
9.21,-2.8,2.22,-0.48,-0.07,0.01
9.89,-2.59,0.46,-0.39,0.63,-0.16
10.49,-4.32,1.53,-0.51,0.25,-0.06
9.16,-1.69,2.93,-0.42,0.61,-0.1
10.37,-3.79,3.39,-0.46,0.38,-0.05
10.62,-1.5,3.33,-0.35,0.25,-0.15
11.46,-1.41,3.21,-0.23,0.18,-0.42
9.93,-2.1,2.35,0.02,0.1,-0.6
9.17,-1.13,1.73,0.29,0.42,-0.56
10.02,-1.77,2.33,0.37,0.32,-0.47
10.01,-2.14,1.31,0.41,0.31,-0.37
10.99,-2.39,2.24,0.26,0.13,-0.26
10.48,-2.35,0.43,-0.1,-0.07,-0.06
12.57,-2.71,1.09,-0.55,-0.52,0.27
13.94,-1.27,3.28,-0.19,-0.13,0.04
9.48,-2.3,5.85,-0.72,-0.16,0.13
10.68,-0.16,2.09,-0.5,-0.05,0.12
9.3,-3.02,3.21,-0.45,-0.19,0.59
6.15,-1.85,3.45,-0.56,0.01,0.46
8.92,-2.01,2.01,-0.3,0.24,0.16
10.67,-4.43,2.09,-0.18,-0.09,0.06
12.02,-3.47,0.43,-0.35,-0.67,-0.04
9.9,-3.13,0.36,-0.46,-0.18,0.03
15.88,-2.83,4.7,-0.19,-0.11,0.27
6.83,1.36,5.52,0.58,-0.21,0.17
11.87,-2.2,3.42,1.33,-0.36,0.4
8.7,-5.0,2.58,0.62,-0.45,-0.22
6.18,-1.84,2.01,0.22,0.22,-0.58
9.07,0.74,2.4,0.3,0.28,-0.38
10.72,-1.81,1.67,0.23,0.0,0.02
12.05,-2.07,1.45,0.07,-0.6,0.17
11.18,-1.81,0.98,0.33,-0.06,-0.03
16.32,-5.43,1.69,0.17,-0.08,-0.27
4.97,-0.24,6.42,-0.56,0.05,-0.15
10.79,-3.49,3.76,-0.41,1.03,-0.73
11.88,-0.01,3.26,-0.61,0.01,0.24
7.47,-2.55,3.2,-0.24,0.22,0.27
10.16,-3.48,3.12,-0.14,0.65,0.14
9.73,-2.53,1.83,-0.07,0.29,0.16
9.69,-3.29,1.1,-0.21,0.16,-0.08
8.6,-2.38,2.07,-0.55,-0.56,-0.19
10.35,1.78,3.18,0.44,0.32,0.39
9.42,-2.47,4.87,0.81,0.31,0.42
11.0,-3.1,2.83,0.79,0.36,-0.3
7.47,1.1,3.13,1.12,0.35,-0.65
6.74,-2.42,4.58,0.64,1.14,-0.7
12.7,-1.32,1.75,0.11,1.21,-0.84
13.49,-2.37,3.33,-0.45,-0.12,-0.31
7.12,-7.16,10.46,-2.02,1.54,-0.12
9.74,12.66,14.19,1.2,2.1,0.5
16.05,-11.53,6.62,2.41,0.95,0.23
2.74,0.56,1.65,-0.07,-0.04,1.43
-5.47,-2.66,-3.97,-0.66,0.77,1.48
14.26,3.83,-0.66,2.04,1.81,0.77
-3.64,-5.07,16.42,0.45,-2.2,0.53
9.41,7.98,20.65,1.26,2.08,0.72
6.68,1.8,9.79,-0.69,1.42,0.36
8.05,2.01,7.41,1.03,1.46,-0.05
11.04,-5.54,13.06,1.59,0.64,-0.29
2.72,-1.52,13.49,3.12,-0.93,-0.07
12.94,0.48,7.1,3.98,0.06,0.94
3.81,3.16,7.5,2.35,-1.02,2.24
9.33,11.3,4.16,2.35,-1.83,2.42
4.94,4.87,5.68,3.25,-2.78,1.94
6.24,3.51,0.66,2.46,-1.25,1.25
11.16,7.24,8.75,1.88,-1.82,-0.23
20.54,7.58,12.85,2.16,-0.97,1.02
1.81,9.94,-3.19,-1.54,-1.04,-1.82
10.52,-0.41,-1.58,0.11,0.22,-1.28
11.59,5.55,-2.84,0.72,-1.34,-0.67
8.77,5.39,1.79,0.52,-0.58,-1.27
7.95,5.09,-0.28,0.39,-0.55,-1.01
