Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.27,-1.96,2.63,-0.32,0.01,0.05
10.24,-1.9,2.4,-0.16,0.03,0.03
10.4,-1.92,2.41,-0.0,-0.0,0.01
10.26,-2.43,2.6,-0.03,-0.03,0.08
9.98,-2.43,2.55,-0.05,0.0,0.05
10.05,-2.55,2.73,-0.05,0.02,0.02
10.23,-2.42,2.84,-0.07,-0.0,0.02
10.18,-2.47,2.58,-0.09,-0.05,0.01
10.06,-2.52,2.48,-0.11,-0.04,-0.0
10.23,-2.53,2.49,-0.14,-0.03,-0.02
10.15,-2.44,2.41,-0.14,-0.04,-0.01
10.19,-2.46,2.38,-0.13,-0.02,-0.01
10.17,-2.34,2.45,-0.11,-0.0,-0.01
10.15,-2.42,2.53,-0.14,-0.03,-0.01
10.21,-2.35,2.43,-0.14,0.01,-0.02
10.18,-2.34,2.36,-0.15,-0.01,-0.03
10.24,-2.29,2.48,-0.15,-0.0,-0.04
10.27,-2.34,2.38,-0.16,-0.02,-0.03
10.17,-2.31,2.37,-0.15,0.0,-0.02
10.23,-2.31,2.33,-0.16,-0.01,-0.03
10.2,-2.27,2.44,-0.16,0.01,-0.02
10.25,-2.3,2.35,-0.16,-0.02,-0.03
10.18,-2.31,2.31,-0.17,-0.01,-0.02
10.21,-2.3,2.25,-0.18,-0.02,-0.03
10.3,-2.22,2.21,-0.17,-0.02,-0.01
10.26,-2.25,2.26,-0.14,-0.02,-0.01
10.19,-2.29,2.26,-0.13,-0.02,-0.01
10.11,-2.25,2.28,-0.13,0.01,-0.02
10.18,-2.14,2.27,-0.08,0.05,-0.02
10.45,-2.46,1.95,-0.01,0.11,-0.13
10.29,-2.05,1.76,-0.08,0.03,-0.05
10.04,-2.77,1.75,-0.05,0.14,-0.02
10.52,-1.96,1.98,0.09,0.05,0.05
9.98,-2.83,2.02,0.13,0.11,0.11
10.24,-2.75,1.65,0.09,0.18,0.08
9.75,-2.83,1.99,0.02,0.25,0.11
10.06,-3.17,1.86,-0.15,0.24,0.1
10.1,-3.19,2.05,-0.28,0.31,-0.08
9.29,-3.63,2.02,-0.6,0.28,-0.19
10.23,-2.82,1.67,-0.7,0.27,-0.37
11.13,-2.9,3.37,-0.62,0.17,-0.27
11.74,-0.71,2.04,-0.11,-0.02,-0.12
8.84,-3.48,4.41,0.21,-0.02,-0.08
10.75,-3.05,1.88,-0.31,0.39,-0.14
10.53,-0.28,2.21,-0.24,-0.32,-0.25
7.24,-2.04,2.72,-0.04,0.17,-0.28
10.14,-1.63,1.88,-0.23,0.28,-0.14
10.56,-1.42,0.99,-0.28,-0.04,0.09
9.83,-1.23,0.99,-0.18,0.04,0.31
11.85,-3.3,2.17,-0.09,0.32,0.4
12.48,-4.3,0.14,-0.22,-0.51,0.1
16.03,-1.75,2.13,0.12,0.23,-0.76
7.89,2.62,5.48,0.21,-0.92,-0.08
11.1,-2.32,5.04,-0.12,0.34,-0.32
11.35,-2.12,4.39,-0.59,-0.53,0.2
8.59,0.35,1.2,-0.17,0.01,0.49
7.48,-2.64,1.69,0.01,0.05,0.7
7.25,-2.52,2.03,-0.02,0.11,0.41
