Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.26,-2.67,1.04,-0.1,0.02,-0.02
10.23,-2.67,1.1,-0.11,0.0,-0.01
10.22,-2.63,1.13,-0.1,-0.0,-0.01
10.23,-2.66,1.14,-0.1,0.02,-0.02
10.24,-2.65,1.16,-0.11,0.01,-0.01
10.22,-2.65,1.16,-0.11,0.0,-0.01
10.23,-2.68,1.13,-0.12,0.01,-0.01
10.23,-2.67,1.14,-0.12,-0.0,-0.01
10.22,-2.71,1.16,-0.13,0.0,-0.01
10.25,-2.68,1.21,-0.13,-0.0,-0.01
10.22,-2.67,1.2,-0.13,-0.0,-0.01
10.24,-2.66,1.18,-0.12,0.0,-0.01
10.21,-2.68,1.17,-0.12,-0.01,-0.01
10.22,-2.64,1.19,-0.12,0.0,-0.01
10.28,-2.69,1.14,-0.12,-0.01,-0.01
10.18,-2.7,1.18,-0.13,0.0,-0.01
10.24,-2.66,1.09,-0.13,0.0,-0.01
10.26,-2.64,1.14,-0.13,-0.01,-0.01
10.2,-2.64,1.13,-0.11,-0.01,-0.01
10.23,-2.68,1.19,-0.11,-0.0,-0.01
10.23,-2.66,1.17,-0.12,-0.01,-0.01
10.23,-2.65,1.18,-0.12,-0.0,-0.01
10.22,-2.68,1.14,-0.12,-0.01,-0.01
10.21,-2.67,1.17,-0.12,-0.01,-0.01
10.24,-2.66,1.15,-0.12,0.0,-0.01
10.21,-2.66,1.19,-0.12,-0.0,-0.01
10.26,-2.67,1.19,-0.12,0.01,-0.01
10.26,-2.66,1.16,-0.11,-0.0,-0.01
10.17,-2.66,1.27,-0.11,0.01,-0.01
10.26,-2.67,1.08,-0.12,0.01,-0.01
10.22,-2.66,1.14,-0.13,-0.01,-0.01
10.12,-2.6,1.17,-0.12,0.01,-0.02
10.24,-2.69,1.02,-0.1,0.06,-0.04
10.32,-2.52,1.05,-0.09,0.09,-0.08
10.18,-2.58,0.82,-0.12,0.04,-0.06
10.06,-2.48,0.72,-0.08,0.05,-0.07
10.24,-2.09,0.82,0.03,0.13,-0.09
10.31,-2.29,1.3,0.06,0.12,-0.08
10.06,-2.06,1.08,0.03,0.22,-0.07
10.14,-2.08,1.19,0.04,0.26,-0.09
10.57,-2.05,1.29,0.09,0.39,-0.01
10.24,-1.76,1.53,0.22,0.32,-0.03
9.27,-3.06,2.67,-0.04,0.44,-0.01
9.84,-4.74,2.02,-0.45,0.84,-0.18
11.99,-3.72,1.76,-0.62,0.48,0.09
8.85,-2.83,1.64,-0.63,0.45,0.17
10.22,-2.63,0.92,-0.57,0.56,0.09
9.55,-3.05,0.94,-0.56,0.29,0.04
9.54,-3.03,1.64,-0.51,0.35,-0.08
10.81,-2.97,0.51,-0.28,0.04,-0.13
12.28,-4.74,2.55,-0.17,-0.29,-0.2
12.54,-3.62,2.34,-0.07,-0.25,-0.23
10.09,-1.34,4.39,0.53,0.12,-0.13
11.63,-3.86,2.24,0.08,-0.1,-0.14
7.93,-0.84,2.0,0.2,-0.44,-0.6
5.91,-0.55,2.04,0.35,-0.08,-0.3
9.6,-1.87,1.45,0.1,0.28,0.02
11.81,-1.68,0.65,-0.21,-0.22,0.35
11.61,-2.51,1.44,-0.14,-0.48,0.3
13.51,-1.68,2.58,0.3,-0.5,-0.07
10.1,-1.25,3.14,-0.19,-1.31,0.01
8.78,-2.33,5.99,-0.62,0.57,-0.52
13.26,-1.3,2.93,-0.37,-0.07,-0.0
8.0,-1.07,1.33,-0.26,-0.39,0.52
5.51,-2.95,2.15,-0.1,0.28,0.41
8.44,-2.58,2.68,-0.29,0.39,0.15
10.18,-2.76,1.03,-0.18,-0.01,-0.11
11.29,-4.83,1.86,-0.27,-0.21,0.06
12.27,-2.82,1.14,-0.3,-0.28,-0.03
14.13,-3.92,4.48,-0.41,0.12,0.31
8.29,-0.91,5.7,-0.4,-0.5,0.3
10.38,-0.19,2.84,0.96,0.84,0.29
10.99,-5.09,2.63,0.36,-0.18,-0.15
6.51,-2.16,1.57,0.07,-0.13,-0.52
6.8,0.27,1.43,0.2,0.49,-0.36
7.98,-1.11,2.2,0.27,0.4,-0.1
10.37,-2.51,1.6,0.19,0.34,0.03
11.37,-1.89,0.65,-0.29,-0.44,-0.2
9.84,-1.7,-2.2,0.13,0.6,-0.21
12.03,-0.79,1.31,0.91,1.21,-0.01
10.28,-1.96,6.76,0.7,1.42,0.12
5.49,0.83,11.88,0.7,1.05,-1.17
20.67,-2.18,9.29,1.3,2.0,-0.54
11.6,0.3,4.84,1.54,0.76,0.72
4.3,-5.74,0.59,0.45,1.27,1.41
4.27,-2.91,-0.73,-1.2,0.51,1.43
0.37,-1.31,3.64,0.36,0.19,1.91
7.17,3.18,-2.9,1.89,-0.84,0.6
-0.84,-7.64,22.45,0.41,-0.57,0.4
18.91,10.43,23.88,0.5,2.53,1.63
5.56,3.29,4.43,0.37,1.77,-0.14
10.68,2.46,10.99,0.84,0.84,-1.2
12.3,-4.7,16.76,1.36,0.14,-0.73
2.64,-1.15,10.94,1.41,0.06,-0.01
6.64,-3.66,9.15,2.74,0.04,-0.32
8.04,-1.66,8.32,3.58,0.21,0.14
0.65,2.54,5.67,3.07,-0.18,0.74
3.21,3.85,5.64,2.23,-0.66,1.38
9.31,13.97,7.84,1.78,-1.76,1.78
11.49,12.6,9.97,1.89,-1.26,0.99
8.14,9.79,4.36,2.46,-1.13,0.07
8.95,4.28,3.09,1.99,-1.27,0.15
