Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.41,1.05,4.72,0.1,0.0,0.07
9.47,0.99,5.03,0.16,0.1,0.15
9.79,0.65,5.17,0.21,0.11,0.15
9.85,0.37,4.9,0.16,0.02,0.12
9.97,0.49,4.71,0.03,-0.03,0.08
9.88,0.41,4.36,-0.04,-0.09,0.08
9.95,0.62,4.3,-0.07,-0.03,0.05
9.87,0.56,4.34,-0.06,-0.02,0.05
9.92,0.59,4.55,-0.07,-0.0,0.04
9.73,0.6,4.6,-0.06,-0.02,0.01
9.83,0.53,4.66,-0.11,0.03,-0.01
9.77,0.63,4.71,-0.14,0.04,-0.05
9.83,0.59,4.69,-0.18,0.02,-0.05
9.77,0.72,4.55,-0.19,0.01,-0.04
10.03,0.67,4.48,-0.17,0.03,-0.03
9.8,0.66,4.57,-0.15,-0.0,-0.05
9.78,0.64,4.7,-0.18,0.03,-0.06
9.78,0.69,4.71,-0.18,0.03,-0.06
9.75,0.72,4.72,-0.17,0.02,-0.06
9.73,0.68,4.75,-0.18,0.05,-0.05
9.8,0.73,4.74,-0.15,0.03,-0.04
9.76,0.69,4.7,-0.14,0.02,-0.02
9.76,0.68,4.76,-0.12,0.02,-0.03
9.8,0.68,4.77,-0.13,0.03,-0.02
9.73,0.65,4.79,-0.12,0.0,-0.01
9.79,0.68,4.8,-0.13,0.01,-0.01
9.75,0.68,4.83,-0.11,-0.01,-0.01
9.81,0.68,4.82,-0.11,-0.01,-0.0
9.7,0.64,4.81,-0.11,-0.02,0.0
9.76,0.66,4.78,-0.1,-0.03,0.01
9.76,0.63,4.79,-0.1,-0.06,0.01
9.76,0.6,4.7,-0.1,-0.06,0.0
9.75,0.64,4.72,-0.1,-0.06,-0.0
9.79,0.65,4.68,-0.11,-0.04,-0.02
9.82,0.67,4.69,-0.1,-0.05,-0.01
9.83,0.73,4.63,-0.1,-0.04,-0.01
9.78,0.69,4.65,-0.1,-0.02,-0.01
9.81,0.69,4.62,-0.1,-0.03,-0.01
9.8,0.66,4.6,-0.11,-0.0,-0.01
9.83,0.71,4.58,-0.11,-0.0,-0.02
9.82,0.66,4.63,-0.12,0.01,-0.03
9.82,0.74,4.61,-0.13,0.01,-0.04
9.74,0.74,4.66,-0.12,0.03,-0.05
9.75,0.71,4.71,-0.13,0.04,-0.04
9.77,0.76,4.69,-0.14,0.02,-0.04
9.71,0.78,4.72,-0.14,0.05,-0.06
9.77,0.79,4.81,-0.14,0.04,-0.05
9.73,0.79,4.75,-0.14,0.05,-0.05
9.73,0.85,4.81,-0.14,0.05,-0.05
