Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.41,-0.28,2.81,-0.11,0.0,-0.02
10.36,-0.31,2.81,-0.12,-0.01,-0.01
10.36,-0.31,2.8,-0.12,-0.0,-0.01
10.38,-0.29,2.84,-0.13,0.0,-0.02
10.39,-0.27,2.83,-0.12,0.01,-0.02
10.38,-0.26,2.86,-0.13,0.02,-0.02
10.39,-0.25,2.84,-0.12,0.01,-0.02
10.34,-0.22,2.86,-0.12,0.01,-0.02
10.35,-0.23,2.83,-0.12,0.01,-0.02
10.35,-0.21,2.85,-0.12,0.0,-0.02
10.39,-0.23,2.87,-0.12,0.01,-0.02
10.38,-0.24,2.83,-0.12,0.01,-0.02
10.34,-0.26,2.88,-0.13,-0.01,-0.01
10.37,-0.22,2.79,-0.12,-0.01,-0.01
10.34,-0.27,2.89,-0.12,-0.01,-0.02
10.37,-0.25,2.82,-0.12,-0.01,-0.01
10.34,-0.26,2.82,-0.13,-0.03,-0.01
10.35,-0.29,2.82,-0.14,-0.02,-0.01
10.34,-0.23,2.82,-0.14,-0.02,-0.01
10.37,-0.24,2.84,-0.15,-0.02,-0.01
10.37,-0.25,2.77,-0.15,-0.03,-0.01
10.32,-0.28,2.78,-0.15,-0.03,-0.01
10.33,-0.28,2.75,-0.16,-0.01,-0.02
10.36,-0.24,2.8,-0.16,-0.0,-0.02
10.38,-0.29,2.78,-0.16,-0.02,-0.0
10.37,-0.29,2.77,-0.16,-0.0,-0.01
10.38,-0.28,2.83,-0.15,0.0,-0.01
10.38,-0.25,2.8,-0.14,-0.01,-0.01
10.38,-0.28,2.77,-0.14,-0.0,-0.01
10.36,-0.25,2.76,-0.13,0.0,-0.02
10.37,-0.28,2.78,-0.12,0.01,-0.02
10.38,-0.28,2.78,-0.11,0.01,-0.01
10.38,-0.27,2.82,-0.11,0.01,-0.02
10.38,-0.26,2.81,-0.11,0.02,-0.02
10.38,-0.3,2.72,-0.1,0.02,-0.03
10.37,-0.29,2.82,-0.1,0.02,-0.02
10.37,-0.32,2.8,-0.11,0.03,-0.02
10.37,-0.38,2.83,-0.09,0.04,-0.02
10.25,-0.37,2.78,-0.09,0.02,-0.01
10.53,-0.28,2.86,-0.11,0.07,-0.03
10.86,-0.79,3.19,-0.18,0.05,0.07
9.74,-2.69,3.12,-0.43,-0.2,0.06
9.88,-3.02,1.79,-0.49,-0.04,-0.1
10.49,-2.44,1.3,-0.84,0.08,0.2
10.19,-1.1,0.53,-0.83,0.01,0.27
10.1,-0.65,2.44,-0.5,0.52,0.17
10.69,1.17,4.57,-0.04,0.31,0.19
9.51,3.29,1.04,0.55,0.41,0.34
13.56,-0.26,3.51,0.83,0.73,-0.62
10.39,-1.87,2.39,0.89,-0.53,-0.7
8.45,1.19,1.26,0.46,0.56,-0.44
10.1,0.06,2.42,0.67,0.42,-0.11
10.13,-1.74,2.22,0.41,0.39,0.11
13.27,-2.2,1.69,-0.14,0.38,0.15
14.12,0.84,1.84,-0.18,-0.01,0.15
11.26,3.6,4.36,0.5,-0.32,0.31
4.62,-2.33,6.39,0.35,-0.1,0.24
10.03,0.61,4.03,0.55,0.47,0.2
11.55,-0.86,4.42,0.41,0.4,0.54
9.48,-2.0,2.76,0.86,-0.13,0.21
6.94,-1.52,0.49,0.87,0.35,0.32
6.68,0.86,3.04,0.86,0.43,0.19
5.79,-0.79,2.49,1.43,0.44,0.35
2.15,-2.01,3.55,1.17,0.63,-0.1
6.91,-0.83,4.39,1.34,0.71,-0.62
7.19,1.15,6.08,0.04,1.19,-1.03
5.82,0.01,7.24,-0.18,1.56,-1.31
8.83,6.58,9.32,0.45,1.63,-1.43
7.06,3.44,10.96,0.92,2.64,-1.7
6.02,6.63,15.58,0.81,3.28,-2.03
6.9,2.15,16.44,1.22,4.37,-1.1
4.85,5.98,8.24,2.31,3.01,0.5
6.17,0.95,9.51,2.95,0.97,1.55
-4.3,26.04,8.07,-2.63,4.37,-1.43
2.2,7.08,7.27,3.21,-0.45,2.29
-1.71,12.25,0.96,4.37,1.8,1.64
-16.06,39.56,8.57,3.93,1.21,0.84
7.89,1.97,-0.31,0.35,1.48,-0.2
0.05,10.42,-4.82,2.29,-0.68,0.28
1.36,9.73,-2.5,2.12,-0.41,0.1
1.2,9.05,-4.03,2.22,-0.82,0.43
1.8,10.54,-1.73,1.28,-0.46,0.73
1.33,8.23,-4.94,0.33,-0.43,1.2
3.33,9.28,-1.88,0.34,-0.28,1.23
