Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.83,1.96,4.03,-0.13,-0.0,-0.02
9.81,1.99,4.04,-0.13,-0.02,0.0
9.77,1.99,4.0,-0.12,-0.03,0.0
9.77,1.95,4.05,-0.11,-0.01,-0.0
9.83,2.0,4.09,-0.11,-0.02,-0.01
9.8,1.95,3.99,-0.11,-0.02,-0.01
9.79,1.99,4.05,-0.11,-0.02,-0.01
9.81,1.95,4.03,-0.11,-0.03,-0.0
9.84,1.95,4.02,-0.11,-0.04,-0.01
9.83,1.98,4.01,-0.11,-0.02,-0.01
9.87,1.98,3.94,-0.11,-0.01,-0.02
9.82,1.98,3.99,-0.12,-0.04,-0.01
9.81,1.98,3.9,-0.12,-0.05,-0.0
9.83,1.92,3.9,-0.11,-0.04,-0.01
9.86,1.97,3.98,-0.12,-0.05,-0.02
9.83,1.96,3.87,-0.13,-0.05,-0.02
9.86,2.02,3.89,-0.12,-0.04,-0.02
9.87,2.0,3.89,-0.12,-0.02,-0.02
9.84,1.97,3.85,-0.12,-0.03,-0.02
9.87,1.98,3.89,-0.13,-0.03,-0.02
9.91,2.04,3.85,-0.12,-0.02,-0.02
9.9,2.02,3.8,-0.12,-0.03,-0.01
9.82,1.94,3.76,-0.13,-0.02,-0.02
9.9,2.0,3.84,-0.12,-0.0,-0.02
9.85,1.98,3.72,-0.12,-0.0,-0.02
9.91,2.03,3.75,-0.12,0.01,-0.02
9.86,2.03,3.79,-0.12,0.03,-0.01
9.88,2.01,3.84,-0.12,0.05,-0.01
9.85,1.96,3.84,-0.13,0.07,-0.03
9.81,1.92,3.89,-0.13,0.08,-0.03
9.85,1.99,3.99,-0.12,0.06,-0.03
9.87,2.03,3.98,-0.1,0.03,-0.01
9.79,1.98,3.95,-0.1,0.05,-0.02
9.85,2.0,4.06,-0.1,0.04,-0.02
9.59,1.79,3.84,-0.16,0.06,-0.04
9.58,1.94,4.28,-0.18,0.24,-0.09
10.59,1.93,3.82,-0.01,0.09,0.05
10.23,1.71,3.02,0.02,0.07,0.0
9.41,1.11,3.97,-0.13,0.27,0.01
9.44,2.4,3.27,0.12,0.26,-0.13
