Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.49,-0.16,4.49,0.03,0.06,0.05
10.29,0.51,4.44,-0.31,-0.07,-0.17
9.78,1.76,3.99,-0.39,-0.17,-0.2
9.35,2.26,3.26,-0.23,0.03,-0.07
9.71,1.63,3.84,-0.0,0.17,0.06
10.57,0.2,5.05,-0.16,0.09,-0.02
9.96,0.81,4.54,-0.36,-0.14,-0.13
9.57,2.14,3.36,-0.35,-0.01,-0.11
9.53,2.53,3.66,-0.0,0.05,0.07
10.1,0.97,4.11,0.12,0.18,0.13
10.33,0.26,4.58,-0.07,-0.01,0.03
10.01,1.3,3.81,-0.22,-0.03,-0.08
9.74,1.97,3.85,-0.09,-0.02,-0.04
9.86,1.52,4.2,0.04,-0.01,0.05
9.9,0.99,4.09,0.01,0.03,0.07
10.09,0.6,4.08,-0.15,0.0,0.0
9.97,0.91,4.31,-0.29,-0.04,-0.1
9.94,1.72,4.06,-0.25,-0.05,-0.05
9.69,2.04,3.67,-0.02,-0.03,0.07
9.9,1.15,3.89,0.05,0.13,0.11
10.41,0.42,4.5,-0.07,0.03,0.02
9.96,0.41,4.33,-0.29,-0.11,-0.1
9.84,1.53,3.89,-0.35,-0.05,-0.14
9.73,1.82,3.65,-0.16,-0.03,0.01
9.86,1.56,3.75,0.02,0.08,0.11
10.35,0.63,3.89,0.01,0.09,0.1
10.4,0.3,4.57,-0.13,-0.07,-0.06
9.79,0.69,4.15,-0.36,-0.16,-0.14
9.79,1.9,3.68,-0.29,-0.06,-0.1
9.67,2.1,3.49,-0.03,0.09,0.04
10.12,1.24,4.13,0.12,0.12,0.11
10.46,0.21,4.57,-0.0,-0.03,0.01
9.72,0.56,4.1,-0.28,-0.1,-0.15
9.79,2.12,3.81,-0.29,-0.01,-0.12
9.73,1.94,3.74,-0.02,0.05,0.02
