Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.56,0.77,5.25,-0.12,-0.01,-0.01
9.56,0.74,5.22,-0.13,-0.02,-0.01
9.54,0.81,5.18,-0.12,-0.01,-0.01
9.52,0.72,5.23,-0.11,-0.01,-0.0
9.55,0.78,5.22,-0.09,-0.0,-0.0
9.56,0.72,5.2,-0.08,-0.01,0.0
9.58,0.72,5.29,-0.09,0.0,-0.0
9.53,0.74,5.27,-0.1,0.0,-0.01
9.56,0.71,5.28,-0.11,-0.01,-0.01
9.54,0.75,5.26,-0.13,-0.01,-0.02
9.56,0.77,5.24,-0.13,-0.01,-0.02
9.51,0.73,5.24,-0.14,-0.01,-0.02
9.55,0.78,5.22,-0.14,-0.0,-0.02
9.55,0.79,5.22,-0.14,-0.0,-0.02
9.56,0.74,5.23,-0.14,-0.02,-0.02
9.57,0.87,5.2,-0.13,-0.02,-0.02
9.58,0.74,5.18,-0.12,-0.03,-0.01
9.57,0.81,5.1,-0.12,-0.02,-0.01
9.59,0.85,5.07,-0.1,0.0,-0.01
9.57,0.76,5.16,-0.09,0.01,-0.0
9.59,0.75,5.22,-0.11,0.01,-0.01
9.6,0.82,5.18,-0.1,-0.01,-0.0
9.57,0.81,5.16,-0.09,0.0,0.0
9.54,0.75,5.19,-0.08,-0.01,0.01
9.59,0.71,5.23,-0.11,0.01,0.0
9.55,0.81,5.14,-0.11,0.0,-0.0
9.56,0.76,5.19,-0.13,0.03,-0.0
9.52,0.74,5.15,-0.12,0.0,-0.0
9.6,0.75,5.21,-0.14,0.04,-0.0
9.54,0.74,5.22,-0.14,0.03,-0.01
9.53,0.69,5.24,-0.13,0.04,-0.0
9.56,0.63,5.27,-0.13,0.02,0.0
9.5,0.69,5.32,-0.15,0.04,-0.01
9.58,0.72,5.25,-0.13,0.03,-0.0
9.51,0.74,5.23,-0.11,0.04,0.01
9.5,0.63,5.29,-0.1,0.04,0.01
9.51,0.63,5.4,-0.12,0.03,0.01
9.47,0.65,5.31,-0.11,0.02,0.01
9.47,0.63,5.35,-0.13,0.04,0.01
9.48,0.52,5.41,-0.13,0.04,0.03
9.49,0.78,5.46,-0.07,0.11,0.09
9.28,1.24,5.66,0.19,0.05,0.12
8.67,1.09,3.78,0.53,0.02,0.04
10.44,1.45,2.78,0.89,0.0,0.0
10.76,0.7,2.83,0.86,-0.22,0.21
9.24,1.09,3.41,0.75,-0.07,0.25
9.28,0.77,3.59,0.89,0.0,0.2
9.23,0.15,2.6,0.91,-0.19,0.11
8.69,0.72,2.7,0.97,-0.11,0.04
7.49,0.93,2.39,1.26,-0.03,0.13
5.84,0.9,1.7,1.59,0.35,0.23
7.35,0.96,2.11,1.98,0.69,0.22
9.29,1.1,4.61,2.28,0.85,0.5
8.46,0.08,5.58,3.12,1.3,1.15
6.02,-1.13,6.58,3.41,1.95,1.83
3.79,-3.05,9.12,3.46,2.67,1.14
3.48,-3.86,8.28,2.69,2.61,0.77
2.88,2.44,6.59,2.88,2.0,-0.59
18.74,14.55,11.84,3.24,0.76,-1.1
7.01,2.75,4.36,2.25,-0.17,-0.71
3.4,3.56,-1.65,3.25,0.4,-0.92
24.29,24.48,-1.48,4.37,-0.97,0.06
9.73,-6.93,9.19,4.04,-0.81,1.09
-3.5,0.23,-3.3,2.57,-1.63,-2.61
7.96,14.0,-6.62,2.08,-0.72,-0.76
0.59,8.32,-8.92,3.85,-2.21,-0.91
-2.82,-3.61,-10.73,2.75,-1.81,-0.86
-8.68,13.15,-7.74,-1.43,-1.47,1.02
10.24,1.67,-0.64,1.49,0.66,1.87
-1.51,4.22,-12.49,2.47,-1.06,0.57
-1.39,2.9,-9.84,1.36,0.37,1.57
3.42,-0.06,-5.91,1.81,-0.25,1.47
1.35,2.33,-9.07,1.64,0.31,1.55
3.16,-0.76,-9.94,0.82,1.05,1.16
4.37,-1.62,-7.86,0.53,0.95,0.7
4.62,-0.41,-8.18,0.09,0.16,0.22
4.58,0.67,-8.32,0.25,0.46,-0.04
4.75,-2.05,-8.31,0.09,-0.04,-0.13
4.09,-0.39,-8.75,0.1,0.09,-0.29
4.08,-1.34,-8.02,0.23,0.2,-0.29
4.0,-1.12,-8.66,-0.04,0.38,-0.52
4.91,-0.16,-8.83,-0.05,0.46,-0.41
5.1,0.5,-7.88,-0.13,0.15,-0.48
5.55,0.87,-7.81,-0.15,-0.0,-0.25
5.53,0.72,-7.53,-0.05,-0.03,-0.15
5.59,-0.05,-8.67,-0.3,-0.26,-0.02
5.16,0.09,-7.57,0.02,-0.34,0.01
4.67,-1.3,-8.9,-0.5,-0.1,-0.12
4.92,0.37,-8.16,-0.4,0.05,-0.21
5.15,0.7,-8.55,-0.61,0.01,-0.22
4.71,1.26,-7.77,-0.42,0.06,-0.12
4.58,0.46,-8.94,-0.56,0.22,-0.08
4.64,-0.01,-8.32,-0.46,0.03,-0.27
4.53,0.87,-8.16,-0.69,0.26,-0.5
4.49,2.36,-8.69,-0.7,0.41,-0.41
4.92,2.87,-7.41,-0.77,0.68,-0.26
