Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.45,0.44,5.46,-0.09,-0.04,0.0
9.42,0.33,5.38,-0.11,-0.03,-0.0
9.49,0.37,5.5,-0.12,-0.02,-0.01
9.46,0.29,5.44,-0.14,-0.02,-0.01
9.51,0.37,5.47,-0.14,-0.01,-0.02
9.43,0.33,5.35,-0.14,-0.01,-0.01
9.42,0.36,5.45,-0.16,-0.01,-0.02
9.53,0.4,5.39,-0.16,-0.01,-0.02
9.5,0.45,5.44,-0.14,-0.0,-0.02
9.48,0.46,5.41,-0.12,-0.02,-0.01
9.48,0.4,5.43,-0.09,0.0,-0.01
9.52,0.46,5.39,-0.07,0.0,0.0
9.49,0.36,5.38,-0.05,0.0,0.01
9.49,0.32,5.37,-0.06,0.0,0.01
9.55,0.33,5.37,-0.08,0.02,-0.0
9.5,0.53,5.42,-0.07,-0.01,0.0
9.47,0.34,5.33,-0.05,-0.01,0.01
9.59,0.42,5.33,-0.05,-0.03,0.02
9.48,0.29,5.25,-0.07,-0.0,0.0
9.57,0.31,5.32,-0.12,-0.01,-0.01
9.55,0.38,5.34,-0.13,-0.0,-0.02
9.55,0.37,5.29,-0.14,-0.03,-0.01
9.52,0.38,5.27,-0.15,-0.02,-0.02
9.59,0.33,5.33,-0.16,-0.04,-0.02
9.53,0.36,5.39,-0.17,-0.06,-0.03
9.59,0.36,5.23,-0.17,-0.04,-0.03
9.54,0.41,5.26,-0.18,-0.02,-0.03
9.54,0.37,5.29,-0.17,-0.05,-0.02
9.56,0.4,5.25,-0.14,-0.03,-0.02
9.62,0.42,5.29,-0.14,-0.04,-0.01
9.52,0.37,5.23,-0.14,-0.03,-0.01
9.57,0.4,5.27,-0.12,-0.02,-0.01
9.58,0.36,5.25,-0.13,-0.04,-0.0
9.53,0.4,5.17,-0.12,-0.01,-0.0
9.6,0.37,5.13,-0.1,-0.01,-0.0
9.61,0.32,5.27,-0.11,-0.0,-0.0
9.64,0.38,5.23,-0.11,0.01,-0.01
9.55,0.35,5.22,-0.11,0.01,-0.0
9.6,0.4,5.21,-0.1,0.03,-0.01
9.56,0.35,5.23,-0.11,0.02,-0.01
9.59,0.43,5.22,-0.09,0.03,-0.01
9.6,0.5,5.16,-0.06,0.03,0.0
9.56,0.4,5.12,-0.04,0.01,0.0
9.58,0.61,5.15,-0.02,0.05,0.01
9.67,0.93,4.85,0.12,0.06,0.03
9.84,0.47,4.82,0.11,-0.09,0.09
9.51,0.85,4.41,0.13,0.02,0.09
9.62,0.96,4.61,0.15,0.03,0.09
9.67,1.0,4.74,0.1,-0.01,0.09
9.03,0.92,4.39,0.02,0.01,0.07
9.31,1.66,4.09,0.17,0.12,0.18
8.77,1.55,4.82,0.36,-0.12,0.12
8.32,1.23,2.48,0.71,0.01,0.17
7.2,0.13,3.84,0.89,0.18,0.22
6.06,1.17,2.32,1.13,0.43,0.48
6.9,3.45,2.92,1.81,0.43,0.6
8.66,2.05,4.23,2.49,0.48,0.66
11.52,2.82,5.46,3.25,0.62,0.75
