Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.65,-0.24,1.3,-0.1,-0.0,-0.02
10.51,-0.24,1.14,-0.1,0.0,-0.01
10.54,-0.36,1.31,-0.12,0.02,0.0
10.61,-0.29,1.31,-0.13,0.01,-0.01
10.58,-0.21,1.33,-0.13,0.01,-0.0
10.59,-0.25,1.43,-0.12,0.03,0.01
10.49,-0.24,1.49,-0.12,0.03,0.01
10.49,-0.34,1.51,-0.12,0.03,0.01
10.56,-0.39,1.56,-0.13,0.03,0.0
10.53,-0.36,1.58,-0.15,0.04,-0.01
10.65,-0.21,1.64,-0.14,-0.0,-0.01
10.35,-0.29,1.52,-0.1,-0.0,-0.02
10.59,-0.3,1.61,-0.09,0.04,-0.02
10.53,-0.33,1.53,-0.1,0.0,-0.02
10.56,-0.24,1.54,-0.11,0.0,-0.02
10.51,-0.31,1.5,-0.12,-0.0,-0.02
10.55,-0.23,1.48,-0.13,0.0,-0.02
10.51,-0.27,1.41,-0.11,0.02,-0.03
10.44,-0.28,1.43,-0.1,0.07,-0.03
10.68,-0.3,1.76,-0.12,0.03,-0.03
10.68,-0.17,1.62,-0.13,-0.07,-0.01
10.52,-0.29,1.53,-0.11,-0.1,-0.03
10.46,-0.25,1.45,-0.11,-0.09,-0.03
10.52,-0.21,1.41,-0.12,-0.08,-0.03
10.61,-0.19,1.42,-0.12,-0.07,-0.01
10.53,-0.25,1.37,-0.1,-0.08,-0.02
10.51,-0.23,1.29,-0.11,-0.07,-0.02
10.54,-0.2,1.22,-0.11,-0.06,-0.03
10.61,-0.14,1.19,-0.1,-0.03,-0.03
10.57,-0.16,1.12,-0.1,-0.05,-0.02
10.52,-0.16,1.06,-0.09,-0.06,-0.01
10.55,-0.21,1.07,-0.1,-0.03,-0.01
10.6,-0.22,1.11,-0.12,-0.04,-0.01
10.52,-0.15,1.05,-0.12,-0.03,-0.01
10.59,-0.17,1.12,-0.12,-0.02,0.0
10.55,-0.24,1.1,-0.12,-0.03,0.0
10.57,-0.24,1.15,-0.12,-0.02,0.0
10.49,-0.22,1.1,-0.13,0.01,0.0
10.53,-0.26,1.13,-0.15,0.01,0.01
10.44,-0.15,1.02,-0.14,0.03,0.01
10.51,-0.24,1.13,-0.14,0.1,0.01
10.57,-0.27,1.2,-0.14,0.1,0.01
10.5,-0.28,1.24,-0.13,0.09,0.0
10.57,-0.26,1.29,-0.11,0.09,-0.0
10.58,-0.29,1.26,-0.1,0.08,-0.01
10.55,-0.26,1.35,-0.1,0.07,0.01
10.45,-0.36,1.21,-0.1,0.05,0.0
10.57,-0.08,1.35,-0.08,0.08,-0.02
10.95,-0.44,0.54,-0.25,-0.12,-0.03
10.24,-0.45,0.39,-0.66,-0.24,-0.04
10.15,0.38,0.63,-0.85,-0.19,-0.16
10.37,0.62,0.87,-0.96,-0.06,-0.22
9.77,0.23,0.98,-1.11,0.03,-0.16
10.12,0.55,1.33,-1.2,0.49,-0.14
10.63,2.51,0.85,-1.11,0.09,-0.19
8.57,3.95,-0.72,-0.27,0.13,-0.14
9.23,2.84,-0.78,0.56,0.91,0.24
10.79,3.15,2.0,1.7,0.75,0.38
9.15,1.79,3.74,2.79,0.09,0.57
4.91,-0.14,1.6,3.47,-0.2,0.6
6.08,-0.05,4.29,3.44,0.26,0.65
10.29,-1.93,-0.4,3.12,-0.12,0.51
9.28,-0.85,2.37,2.45,0.12,0.28
