Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.23,-0.51,3.41,-0.13,0.07,-0.03
10.25,-0.36,3.36,-0.15,0.11,-0.05
10.26,-0.43,3.51,-0.15,0.08,-0.04
10.2,-0.39,3.5,-0.15,0.05,-0.04
10.2,-0.38,3.57,-0.15,0.06,-0.04
10.21,-0.37,3.55,-0.15,0.03,-0.03
10.22,-0.41,3.54,-0.14,0.03,-0.03
10.19,-0.36,3.59,-0.13,0.01,-0.03
10.21,-0.37,3.53,-0.14,0.01,-0.03
10.16,-0.36,3.51,-0.13,0.02,-0.03
10.19,-0.36,3.59,-0.13,0.02,-0.03
10.18,-0.37,3.61,-0.14,0.05,-0.04
10.22,-0.31,3.66,-0.13,0.02,-0.03
10.1,-0.29,3.56,-0.12,0.01,-0.02
10.2,-0.33,3.72,-0.11,0.02,-0.02
10.18,-0.35,3.71,-0.12,0.0,-0.03
10.18,-0.29,3.83,-0.13,0.0,-0.03
10.15,-0.19,3.77,-0.12,-0.03,-0.02
10.15,-0.25,3.73,-0.11,-0.03,-0.01
10.12,-0.22,3.73,-0.09,-0.05,-0.0
10.15,-0.28,3.75,-0.1,-0.03,-0.0
10.15,-0.35,3.73,-0.1,-0.03,0.0
10.14,-0.27,3.66,-0.1,-0.05,0.0
10.16,-0.33,3.67,-0.1,-0.03,0.01
10.15,-0.34,3.67,-0.09,-0.03,0.01
10.18,-0.35,3.68,-0.11,-0.03,0.01
10.19,-0.33,3.56,-0.12,-0.03,0.01
10.12,-0.36,3.47,-0.1,-0.03,0.01
10.22,-0.47,3.61,-0.13,-0.0,0.01
10.27,-0.46,3.54,-0.15,-0.02,-0.0
10.25,-0.33,3.48,-0.15,-0.03,-0.01
10.19,-0.39,3.41,-0.12,-0.03,0.0
10.19,-0.41,3.38,-0.12,-0.02,-0.0
10.27,-0.43,3.43,-0.12,-0.02,-0.01
10.26,-0.43,3.48,-0.13,-0.02,-0.01
10.2,-0.46,3.4,-0.12,-0.02,-0.01
10.18,-0.4,3.4,-0.1,-0.01,-0.01
10.23,-0.49,3.5,-0.12,0.01,-0.02
10.2,-0.4,3.47,-0.13,0.01,-0.03
10.16,-0.4,3.47,-0.13,0.04,-0.02
10.18,-0.4,3.5,-0.13,0.06,-0.03
10.22,-0.36,3.56,-0.12,0.05,-0.03
10.2,-0.37,3.57,-0.13,0.03,-0.03
10.22,-0.37,3.57,-0.13,0.03,-0.03
10.21,-0.39,3.6,-0.14,0.02,-0.03
10.18,-0.31,3.6,-0.12,0.01,-0.02
10.19,-0.33,3.6,-0.11,0.01,-0.02
10.18,-0.34,3.52,-0.11,0.01,-0.01
10.3,-0.53,3.73,-0.14,0.05,-0.03
10.79,-0.63,2.84,-0.13,-0.18,-0.03
9.96,0.43,1.7,0.18,-0.32,0.0
10.07,-0.84,2.65,0.25,0.12,0.06
10.55,-0.85,3.87,0.09,0.07,-0.07
10.34,0.23,2.92,0.18,-0.03,-0.13
10.15,0.26,3.14,0.2,0.14,-0.08
10.09,-1.09,2.76,0.15,0.13,-0.14
9.98,-0.54,2.58,-0.04,0.31,-0.2
10.23,-0.62,2.6,-0.12,0.31,-0.28
10.08,-0.94,2.93,-0.29,0.38,-0.4
10.01,-0.56,2.68,-0.54,0.34,-0.44
9.81,-0.43,2.55,-0.66,0.22,-0.41
9.75,0.06,2.63,-0.82,0.37,-0.36
10.26,0.87,3.44,-0.81,0.32,-0.31
11.93,1.07,2.74,-0.84,0.34,-0.11
13.85,3.22,4.51,-0.22,0.88,-0.06
9.07,1.79,7.16,0.17,-0.3,-0.19
4.44,-1.13,4.65,-0.16,0.38,-0.05
9.5,1.47,4.32,0.47,1.3,0.11
10.5,2.04,5.31,0.68,0.52,0.46
7.52,-1.41,3.49,0.54,0.23,0.58
8.44,-0.51,3.47,0.14,0.66,0.3
8.35,-0.17,3.77,-0.3,0.53,0.34
7.48,-0.17,4.65,-0.52,0.64,-0.06
8.58,-0.87,6.41,-0.7,0.99,-0.01
9.45,-1.34,6.0,-0.56,1.04,0.15
6.66,-0.4,4.03,-0.28,0.99,0.08
6.18,-0.37,4.97,-0.72,2.02,0.16
3.96,-2.4,13.09,-1.48,4.37,0.09
3.69,-0.18,11.97,-1.2,3.19,0.32
0.89,-1.03,11.18,0.19,2.78,1.08
1.92,-0.16,8.76,1.52,1.07,2.19
0.98,-2.11,12.73,1.45,1.67,2.01
3.32,0.78,9.76,2.73,1.37,2.69
2.55,4.05,12.02,3.23,1.63,2.48
-1.73,5.51,10.01,3.85,1.8,2.28
-1.4,7.24,12.77,3.72,-0.47,3.03
-6.04,9.75,4.27,3.03,-0.29,1.53
0.66,6.87,6.09,4.28,-1.05,2.83
-18.45,58.27,6.72,4.37,-0.86,1.67
12.19,0.45,-12.91,4.37,-4.37,0.53
-4.96,10.98,-5.12,3.22,0.15,-1.04
1.11,15.1,-1.53,3.05,-0.85,0.95
-2.12,6.91,-8.96,3.17,-0.59,1.47
3.82,6.12,-6.72,2.9,-0.23,0.61
2.75,2.6,-8.58,1.51,-0.34,1.17
3.24,1.42,-7.31,2.16,-0.22,0.75
4.61,2.45,-8.47,0.91,0.3,0.82
4.05,3.47,-8.32,0.71,-0.33,0.82
4.21,2.96,-6.49,0.56,0.03,0.57
3.34,2.41,-9.07,0.32,-0.28,0.64
3.24,2.58,-7.43,0.3,-0.19,0.4
3.95,2.04,-9.45,-0.09,0.05,0.26
2.87,2.63,-7.58,0.3,-0.31,0.39
3.83,2.18,-8.22,0.57,-0.14,0.53
3.83,1.43,-9.0,0.4,-0.46,0.42
3.35,0.27,-7.95,0.5,-0.42,0.49
