Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.52,0.02,1.21,-0.09,0.02,-0.03
10.51,0.1,1.23,-0.08,0.03,-0.02
10.52,0.1,1.35,-0.08,0.03,-0.02
10.57,0.08,1.34,-0.08,0.05,-0.02
10.54,0.08,1.25,-0.09,0.02,-0.01
10.59,0.04,1.3,-0.1,0.02,-0.02
10.58,0.09,1.27,-0.1,0.02,-0.02
10.58,0.05,1.3,-0.11,0.0,-0.02
10.52,0.08,1.35,-0.11,0.01,-0.02
10.55,0.08,1.28,-0.12,-0.0,-0.02
10.54,0.07,1.37,-0.13,-0.01,-0.02
10.58,0.09,1.28,-0.14,-0.02,-0.01
10.52,0.09,1.25,-0.15,-0.02,-0.01
10.54,0.04,1.29,-0.16,-0.02,-0.01
10.6,0.11,1.31,-0.16,-0.02,-0.01
10.55,0.1,1.29,-0.16,0.01,0.0
10.55,0.1,1.25,-0.17,-0.01,-0.01
10.56,0.13,1.3,-0.16,-0.01,-0.01
10.53,0.14,1.28,-0.14,-0.02,-0.01
10.56,0.15,1.23,-0.14,-0.01,-0.01
10.54,0.11,1.2,-0.13,-0.02,-0.01
10.52,0.13,1.27,-0.12,-0.01,-0.02
10.56,0.11,1.19,-0.13,-0.01,-0.02
10.55,0.09,1.19,-0.13,-0.0,-0.02
10.56,0.14,1.24,-0.13,-0.0,-0.01
10.6,0.13,1.21,-0.12,0.0,-0.02
10.51,0.11,1.33,-0.11,-0.0,-0.0
10.53,0.1,1.21,-0.11,-0.01,-0.01
10.52,0.12,1.26,-0.12,0.0,-0.02
10.58,0.12,1.27,-0.12,0.01,-0.01
10.53,0.12,1.2,-0.11,0.01,-0.01
10.52,0.13,1.19,-0.11,0.02,-0.01
10.51,0.08,1.25,-0.11,0.04,-0.01
10.57,0.13,1.3,-0.12,0.03,-0.01
10.59,0.12,1.27,-0.11,0.02,-0.01
10.52,0.13,1.3,-0.1,0.03,-0.02
10.52,0.07,1.34,-0.1,0.03,-0.02
10.63,0.09,1.19,-0.1,-0.01,-0.01
10.68,0.02,1.15,-0.12,0.02,-0.04
10.34,0.25,0.99,-0.06,0.14,-0.01
10.33,0.24,0.44,0.0,0.09,-0.01
10.3,0.06,0.39,0.07,0.07,-0.04
10.45,0.07,1.34,0.08,0.27,-0.06
10.54,-0.0,0.59,0.07,0.19,-0.07
10.37,0.41,0.71,0.13,0.11,-0.08
10.07,0.39,0.49,0.21,0.08,-0.1
10.0,0.56,0.72,0.25,0.15,-0.12
9.81,0.99,0.38,0.4,0.1,-0.12
9.23,0.67,0.85,0.5,0.25,-0.12
8.94,1.51,0.7,0.88,0.08,-0.03
7.64,1.3,1.96,1.11,0.43,0.01
7.52,-0.0,1.81,1.2,0.39,-0.12
7.97,0.36,1.85,1.2,0.54,-0.18
10.17,2.13,2.33,1.19,0.22,0.11
6.95,-1.9,2.76,0.92,0.75,-0.3
4.02,0.94,3.77,0.85,0.72,-0.07
7.64,-2.28,5.74,0.9,1.57,-0.43
9.27,-2.12,7.75,0.65,1.84,-0.94
11.14,4.72,12.29,0.77,2.42,-0.72
26.28,3.59,2.55,-0.45,4.37,0.84
16.98,7.33,5.42,2.08,1.86,-2.87
6.11,0.19,-1.78,0.81,4.37,-0.55
12.3,1.2,2.46,0.01,3.47,-1.48
5.94,2.29,7.56,-0.62,3.1,-1.82
3.07,4.54,8.81,-1.0,3.27,-1.7
-0.4,4.66,9.48,1.4,-2.22,-1.25
-3.24,10.5,10.15,1.85,-1.78,2.75
-10.97,5.76,9.15,2.09,-1.58,0.36
0.08,6.09,9.31,1.78,-0.34,0.5
-3.19,6.85,-1.03,1.31,0.14,1.28
-3.07,25.19,26.97,-3.17,-1.52,-0.92
0.62,-5.62,-14.36,-1.2,4.37,-2.94
-7.54,18.42,-1.13,-4.37,-3.07,-0.25
3.78,3.6,13.97,-1.01,0.46,0.55
0.24,2.49,11.05,-0.96,0.51,-0.4
1.62,3.04,9.41,-0.83,0.2,0.12
0.39,1.67,10.88,-0.59,0.45,0.13
2.09,2.72,11.58,-0.48,0.17,0.14
0.87,2.27,11.03,-0.24,-0.04,0.05
1.33,1.56,10.54,0.29,-0.58,0.17
