Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.77,-0.32,0.88,-0.15,0.02,-0.04
10.64,-0.44,0.62,-0.18,-0.06,-0.12
10.31,0.19,0.58,-0.08,0.13,-0.06
10.53,-0.06,-0.49,-0.01,-0.21,0.0
9.99,-0.08,0.22,0.03,0.02,-0.08
10.44,0.26,0.22,0.09,0.13,-0.11
10.32,0.26,0.09,0.17,0.1,-0.1
10.44,0.14,0.07,0.27,0.08,-0.14
9.9,0.54,0.28,0.36,0.23,-0.16
10.4,0.45,-0.06,0.53,0.23,-0.21
9.8,0.96,0.2,0.73,0.21,-0.23
9.84,0.76,0.2,0.92,0.19,-0.3
9.62,0.55,-0.03,1.04,0.18,-0.37
9.09,0.5,0.3,1.12,0.13,-0.4
8.63,0.86,0.23,1.12,0.15,-0.39
8.11,0.79,0.83,1.1,0.28,-0.54
8.65,0.16,0.07,1.31,0.38,-0.45
8.48,0.77,1.68,1.36,0.41,-0.65
8.0,-0.42,2.54,1.41,0.55,-0.94
4.68,1.41,6.62,1.53,0.49,-0.98
7.61,-2.84,6.01,1.72,1.51,-1.6
0.05,1.92,6.17,2.54,1.58,-1.14
13.13,12.66,19.73,0.59,2.92,-0.9
32.59,7.69,1.0,1.82,4.37,-2.2
-2.15,-5.78,-9.9,0.65,1.31,-2.73
13.74,5.0,-9.97,2.13,3.81,-3.25
6.32,5.97,4.57,2.4,-1.04,-1.64
-4.4,20.23,4.3,4.37,-0.82,-0.14
7.69,12.37,0.21,4.37,-1.59,0.49
14.03,32.46,1.24,1.48,-3.32,-3.08
1.09,2.38,4.38,-4.04,-1.66,0.59
-0.01,11.69,0.78,-0.05,0.23,-1.65
-6.75,11.73,-2.43,0.18,-0.88,-1.0
-2.21,2.52,-8.05,0.91,0.77,-2.18
-1.09,9.98,-2.51,-0.36,-0.08,-0.76
-5.16,8.32,-7.25,-0.62,0.23,-0.35
0.42,5.53,-4.61,-1.24,-1.03,0.17
-6.57,7.99,-4.37,-0.73,-0.38,-0.27
-2.47,8.77,-5.02,-0.98,0.16,0.03
-3.03,7.6,-2.97,-0.73,-1.05,0.17
-4.01,7.35,-2.23,-0.38,-0.49,0.09
-1.02,9.78,-0.16,-0.81,-0.15,0.39
-0.51,9.83,0.7,-0.4,-0.35,0.47
-0.74,9.61,0.72,-0.24,0.02,0.31
0.12,10.18,0.92,-0.35,0.15,0.24
-0.17,9.43,0.35,-0.16,0.23,0.12
-0.76,9.68,-0.1,0.13,0.39,0.08
-0.62,9.57,-0.67,0.07,0.14,0.2
-0.47,9.24,-0.82,0.01,0.09,0.29
-0.02,9.08,-0.86,-0.08,0.1,0.26
-0.15,9.85,-0.33,-0.11,0.2,0.26
0.18,9.31,-0.35,-0.14,0.27,0.27
0.63,9.67,-0.57,-0.08,0.28,0.07
0.53,9.38,-1.05,-0.23,0.11,0.12
1.26,9.19,-0.46,-0.52,0.04,0.1
0.1,9.24,-0.64,-0.39,-0.08,0.05
0.11,9.57,-0.43,-0.55,0.06,0.08
-0.02,9.25,-0.25,-0.51,0.22,0.29
0.32,9.65,0.41,-0.51,0.3,0.36
0.62,9.92,1.1,-0.49,0.65,0.13
